Year,Team,Player,Position,Signed Using,Base_Salary,Signing_Bonus,Trade_Kicker,Likely_Incentives,Unlikely_Incentives,Dead_Cap,Cap_Figure,Cap_Percentage
2013,San Antonio Spurs,Aron Baynes,PF,Minimum,"$788,872",-,-,-,-,"($788,872)","$788,872 ",1.34
2013,San Antonio Spurs,Damion James,SG,Minimum,"$20,807",-,-,-,-,"($20,807)","$20,807 ",0.04
2013,Toronto Raptors,DeMar DeRozan,SG,Bird,"$9,500,000",-,-,-,-,"($38,000,000)","$9,500,000 ",16.19
2013,Toronto Raptors,John Salmons,SF,Bird,"$7,583,000",-,-,-,-,"($8,583,000)","$7,583,000 ",12.92
2013,Toronto Raptors,Amir Johnson,PF,Bird,"$6,500,000",-,-,-,-,"($11,500,000)","$6,500,000 ",11.08
2013,Toronto Raptors,Landry Fields,SF,Cap Space,"$6,250,000",-,-,-,-,"($12,500,000)","$6,250,000 ",10.65
2013,Toronto Raptors,Kyle Lowry,PG,Bird,"$6,210,000",-,-,-,-,"($6,210,000)","$6,210,000 ",10.58
2013,Toronto Raptors,Chuck Hayes,PF,Cap Space,"$5,722,500",-,-,-,-,"($11,681,250)","$5,722,500 ",9.75
2013,Toronto Raptors,Steve Novak,SF,Early Bird,"$3,750,000",-,-,-,-,"($10,945,947)","$3,750,000 ",6.39
2013,Toronto Raptors,Jonas Valanciunas,C,Rookie,"$3,526,440",-,-,-,-,"($7,204,800)","$3,526,440 ",6.01
2013,Toronto Raptors,Tyler Hansbrough,PF,MLE,"$3,183,000",-,-,-,-,"($4,183,000)","$3,183,000 ",5.42
2013,Toronto Raptors,Patrick Patterson,PF,Rookie,"$3,105,301",-,-,-,-,"($3,105,301)","$3,105,301 ",5.29
2013,Toronto Raptors,Terrence Ross,SG,Rookie,"$2,678,640",-,-,-,-,"($5,472,600)","$2,678,640 ",4.56
2013,Toronto Raptors,Greivis Vasquez,PG,Rookie,"$2,150,188",-,-,-,-,"($2,150,188)","$2,150,188 ",3.66
2013,Toronto Raptors,Nando De Colo,PG,Bi-Annual,"$1,463,000",-,-,-,-,"($1,460,000)","$1,463,000 ",2.49
2013,Toronto Raptors,Julyan Stone,PG,Minimum,"$884,293",-,-,-,-,"($884,293)","$884,293 ",1.51
2013,Toronto Raptors,Dwight Buycks,PG,Minimum,"$700,000",-,-,-,-,"($700,000)","$700,000 ",1.19
2013,Utah Jazz,Richard Jefferson,SF,Bird,"$11,046,000",-,-,-,-,"($11,046,000)","$11,046,000 ",18.82
2013,Utah Jazz,Marvin Williams,PF,Bird,"$7,500,000",-,-,-,-,"($7,500,000)","$7,500,000 ",12.78
2013,Utah Jazz,Derrick Favors,PF,Rookie,"$6,008,196",-,-,-,-,"($6,008,196)","$6,008,196 ",10.24
2013,Utah Jazz,Enes  Kanter,C,Rookie,"$4,505,280",-,-,-,-,"($10,199,954)","$4,505,280 ",7.68
2013,Utah Jazz,Brandon Rush,SG,Bird,"$4,000,000",-,-,-,-,"($4,000,000)","$4,000,000 ",6.82
2013,Utah Jazz,Gordon Hayward,SG,Rookie,"$3,452,183",-,-,-,-,"($3,452,183)","$3,452,183 ",5.88
2013,Utah Jazz,Trey Burke,PG,Rookie,"$2,438,760",-,-,-,-,"($4,987,320)","$2,438,760 ",4.16
2013,Utah Jazz,Alec Burks,PG,Rookie,"$2,202,000",-,-,-,-,"($5,236,356)","$2,202,000 ",3.75
2013,Utah Jazz,Jeremy Evans,SF,Early Bird,"$1,660,257",-,-,-,-,"($3,455,128)","$1,660,257 ",2.83
2013,Utah Jazz,John Lucas III,PG,Cap Space,"$1,600,000",-,-,-,-,"($1,600,000)","$1,600,000 ",2.73
2013,Utah Jazz,Rudy Gobert,C,Rookie,"$1,078,800",-,-,-,-,"($2,206,200)","$1,078,800 ",1.84
2013,Utah Jazz,Diante Garrett,PG,Cap Space,"$719,266",-,-,-,-,"($719,266)","$719,266 ",1.23
2013,Utah Jazz,Malcolm Thomas,PF,Minimum,"$702,233",-,-,-,-,"($702,233)","$702,233 ",1.20
2013,Utah Jazz,Ian Clark,SG,Minimum,"$490,180",-,-,-,-,"($490,180)","$490,180 ",0.84
2013,Utah Jazz,Erik Murphy,PF,Minimum,"$490,180",-,-,-,-,"($490,180)","$490,180 ",0.84
2013,Washington Wizards,Nene Hilario,C,Bird,"$13,000,000",-,-,-,-,"($39,000,000)","$13,000,000 ",22.15
2013,Washington Wizards,Trevor Ariza,SF,DPE,"$7,727,280",-,-,-,-,"($7,727,280)","$7,727,280 ",13.17
2013,Washington Wizards,Marcin Gortat,C,Early Bird,"$7,727,280",-,-,-,-,"($7,727,280)","$7,727,280 ",13.17
2013,Washington Wizards,John Wall,PG,Rookie,"$7,459,925",-,-,-,-,"($87,459,925)","$7,459,925 ",12.71
2013,Washington Wizards,Martell Webster,SF,MLE,"$5,150,000",-,-,-,-,"($16,145,250)","$5,150,000 ",8.78
2013,Washington Wizards,Andre Miller,PG,Bird,"$5,000,000",-,-,-,-,"($7,000,000)","$5,000,000 ",8.52
2013,Washington Wizards,Bradley Beal,SG,Rookie,"$4,319,280",-,-,-,-,"($8,824,560)","$4,319,280 ",7.36
2013,Washington Wizards,Otto Porter Jr.,SF,Rookie,"$4,278,000",-,-,-,-,"($8,748,480)","$4,278,000 ",7.29
2013,Washington Wizards,Kevin Seraphin,PF,Rookie,"$2,761,114",-,-,-,-,"($2,761,114)","$2,761,114 ",4.71
2013,Washington Wizards,Trevor Booker,PF,Rookie,"$2,350,820",-,-,-,-,"($2,350,820)","$2,350,820 ",4.01
2013,Washington Wizards,Chris Singleton,SF,Rookie,"$1,618,680",-,-,-,-,"($1,618,680)","$1,618,680 ",2.76
2013,Washington Wizards,Al Harrington,PF,Minimum,"$1,399,507",-,-,-,-,"($884,293)","$884,293 ",1.51
2013,Washington Wizards,Garrett Temple,SG,Minimum,"$916,099",-,-,-,-,"($884,293)","$884,293 ",1.51
2013,Washington Wizards,Glen Rice Jr.,SF,Minimum,"$490,180",-,-,-,-,"($890,180)","$490,180 ",0.84
2013,Washington Wizards,Drew Gooden,C,Minimum,"$246,972",-,-,-,-,"($156,052)","$156,052 ",0.27
2014,Atlanta Hawks,Al Horford,C,Bird,"$12,000,000",-,-,-,-,"($24,000,000)","$12,000,000 ",19.03
2014,Atlanta Hawks,Paul Millsap,PF,Cap Space,"$9,500,000",-,-,-,-,"($9,500,000)","$9,500,000 ",15.06
2014,Atlanta Hawks,Jeff Teague,PG,Bird,"$8,000,000",-,-,-,-,"($24,000,000)","$8,000,000 ",12.69
2014,Atlanta Hawks,Kyle Korver,SF,Bird,"$6,253,521",-,-,-,-,"($17,239,437)","$6,253,521 ",9.92
2014,Atlanta Hawks,Thabo Sefolosha,SG,Cap Space,"$4,150,000",-,-,-,-,"($12,000,000)","$4,150,000 ",6.58
2014,Atlanta Hawks,Mike Scott,PF,Early Bird,"$3,333,333",-,-,-,-,"($6,666,666)","$3,333,333 ",5.29
2014,Atlanta Hawks,DeMarre Carroll,SF,Cap Space,"$2,442,455",-,-,-,-,"($2,442,455)","$2,442,455 ",3.87
2014,Atlanta Hawks,Shelvin Mack,PG,Cap Space,"$2,433,333",-,-,-,-,"($4,866,666)","$2,433,333 ",3.86
2014,Atlanta Hawks,Kent Bazemore,SG,Cap Space,"$2,000,000",-,-,-,-,"($4,000,000)","$2,000,000 ",3.17
2014,Atlanta Hawks,Elton Brand,PF,Cap Space,"$2,000,000",-,-,-,-,"($2,000,000)","$2,000,000 ",3.17
2014,Atlanta Hawks,Dennis Schröder,PG,Rookie,"$1,690,680",-,-,-,-,"($3,454,080)","$1,690,680 ",2.68
2014,Atlanta Hawks,John Jenkins,SG,Rookie,"$1,312,920",-,-,-,-,"($1,312,920)","$1,312,920 ",2.08
2014,Atlanta Hawks,Pero Antic,PF,Cap Space,"$1,250,000",-,-,-,-,"($1,250,000)","$1,250,000 ",1.98
2014,Atlanta Hawks,Mike Muscala,PF,Cap Space,"$816,482",-,-,-,-,"($816,482)","$816,482 ",1.29
2014,Atlanta Hawks,Austin Daye,PF,Minimum,"$62,552",-,-,-,-,"($62,552)","$62,552 ",0.10
2014,Boston Celtics,Gerald Wallace,SF,Bird,"$10,105,855",-,-,-,-,"($20,211,710)","$10,105,855 ",16.02
2014,Boston Celtics,Isaiah Thomas,PG,Cap Space,"$7,238,606",-,-,-,-,"($27,000,002)","$7,238,606 ",11.48
2014,Boston Celtics,Avery Bradley,PG,Bird,"$7,191,011",-,-,-,-,"($32,000,000)","$7,191,011 ",11.40
2014,Boston Celtics,Brandon Bass,PF,Bird,"$6,900,000",-,-,-,-,"($6,900,000)","$6,900,000 ",10.94
2014,Boston Celtics,Jonas Jerebko,PF,Early Bird,"$4,500,000",-,-,-,-,"($4,500,000)","$4,500,000 ",7.14
2014,Boston Celtics,Marcus Smart,PG,Rookie,"$3,283,320",-,-,-,-,"($6,714,360)","$3,283,320 ",5.21
2014,Boston Celtics,Evan Turner,SF,MLE,"$3,278,000",-,-,-,-,"($6,703,510)","$3,278,000 ",5.20
2014,Boston Celtics,Kelly Olynyk,C,Rookie,"$2,075,760",-,-,-,-,"($4,240,920)","$2,075,760 ",3.29
2014,Boston Celtics,Luigi Datome,SF,Cap Space,"$1,750,000",-,-,-,-,"($1,750,000)","$1,750,000 ",2.77
2014,Boston Celtics,Tyler Zeller,C,Rookie,"$1,703,760",-,-,-,-,"($4,320,735)","$1,703,760 ",2.70
2014,Boston Celtics,James Young,SG,Rookie,"$1,674,480",-,-,-,-,"($3,424,320)","$1,674,480 ",2.66
2014,Boston Celtics,Jared Sullinger,PF,Rookie,"$1,424,520",-,-,-,-,"($3,693,780)","$1,424,520 ",2.26
2014,Boston Celtics,Jae Crowder,SF,Cap Space,"$915,243",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Boston Celtics,Phil Pressey,PG,Minimum,"$816,482",-,-,-,-,"($816,482)","$816,482 ",1.29
2014,Boston Celtics,Chris Babb,SG,Minimum,"$48,028",-,-,-,-,-,"$48,028 ",0.08
2014,Brooklyn Nets,Joe Johnson,SG,Bird,"$23,180,790",-,-,-,-,"($48,075,653)","$23,180,790 ",36.76
2014,Brooklyn Nets,Deron Williams,PG,Bird,"$19,754,465",-,-,-,-,"($63,128,400)","$19,754,465 ",31.32
2014,Brooklyn Nets,Brook Lopez,C,Bird,"$15,719,063",-,-,-,-,"($32,463,282)","$15,719,063 ",24.93
2014,Brooklyn Nets,Thaddeus Young,SF,Bird,"$9,160,869",-,-,"$500,000",-,"($19,382,608)","$9,660,869 ",15.32
2014,Brooklyn Nets,Jarrett Jack,PG,Cap Space,"$6,300,000",-,-,-,-,"($13,100,000)","$6,300,000 ",9.99
2014,Brooklyn Nets,Mirza Teletovic,PF,Mini MLE,"$3,368,100",-,-,-,-,"($3,368,100)","$3,368,100 ",5.34
2014,Brooklyn Nets,Bojan Bogdanovic,SF,Mini MLE,"$3,278,000",-,-,-,-,"($10,276,530)","$3,278,000 ",5.20
2014,Brooklyn Nets,Sergey Karasev,SG,Rookie,"$1,533,840",-,-,-,-,"($3,133,680)","$1,533,840 ",2.43
2014,Brooklyn Nets,Mason Plumlee,C,Rookie,"$1,357,080",-,-,-,-,"($2,772,600)","$1,357,080 ",2.15
2014,Brooklyn Nets,Alan Anderson,SG,Non-Bird,"$1,276,061",-,-,-,-,"($2,609,545)","$1,276,061 ",2.02
2014,Brooklyn Nets,Jerome Jordan,C,Minimum,"$816,482",-,-,-,-,"($816,482)","$816,482 ",1.29
2014,Brooklyn Nets,Darius Morris,PG,Minimum,"$702,756",-,-,-,-,"($605,157)","$702,756 ",1.11
2014,Brooklyn Nets,Markel Brown,SG,Minimum,"$507,336",-,-,-,-,"($507,336)","$507,336 ",0.80
2014,Brooklyn Nets,Corey Jefferson,PF,Minimum,"$507,336",-,-,-,-,"($507,336)","$507,336 ",0.80
2014,Brooklyn Nets,Earl Clark,SF,Minimum,"$62,552",-,-,-,-,"($57,711)","$62,552 ",0.10
2014,Charlotte Hornets,Al Jefferson,C,Cap Space,"$13,500,000",-,-,-,-,"($27,000,000)","$13,500,000 ",21.41
2014,Charlotte Hornets,Lance Stephenson,SG,Cap Space,"$9,000,000",-,-,-,-,"($18,000,000)","$9,000,000 ",14.27
2014,Charlotte Hornets,Marvin Williams,PF,Cap Space,"$7,000,000",-,-,-,-,"($14,000,000)","$7,000,000 ",11.10
2014,Charlotte Hornets,Gerald Henderson,SG,Cap Space,"$6,000,000",-,-,-,-,"($12,000,000)","$6,000,000 ",9.51
2014,Charlotte Hornets,Michael Kidd-Gilchrist,SF,Rookie,"$5,016,960",-,-,-,-,"($11,348,363)","$5,016,960 ",7.96
2014,Charlotte Hornets,Cody Zeller,C,Rookie,"$4,030,560",-,-,-,-,"($8,234,760)","$4,030,560 ",6.39
2014,Charlotte Hornets,Mo Williams,PG,MLE,"$3,965,074",-,-,-,-,"($3,965,074)","$3,965,074 ",6.29
2014,Charlotte Hornets,Bismack Biyombo,C,Rookie,"$3,873,398",-,-,-,-,"($3,873,898)","$3,873,398 ",6.14
2014,Charlotte Hornets,Kemba Walker,PG,Rookie,"$3,272,091",-,-,-,-,"($51,272,091)","$3,272,091 ",5.19
2014,Charlotte Hornets,Brian Roberts,PG,Cap Space,"$2,732,000",-,-,-,-,"($5,586,940)","$2,732,000 ",4.33
2014,Charlotte Hornets,Noah Vonleh,PF,Rookie,"$2,524,200",-,-,-,-,"($5,161,920)","$2,524,200 ",4.00
2014,Charlotte Hornets,P.J. Hairston,SG,Rookie,"$1,149,720",-,-,-,-,"($2,351,160)","$1,149,720 ",1.82
2014,Charlotte Hornets,Jason Maxiell,PF,Minimum,"$1,316,809",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Charlotte Hornets,Jeff Taylor,SG,Cap Space,"$915,243",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Charlotte Hornets,Troy Daniels,SG,Minimum,"$816,482",-,-,-,-,"($1,763,758)","$816,482 ",1.29
2014,Chicago Bulls,Derrick Rose,PG,Bird,"$18,862,876",-,-,-,-,"($60,279,192)","$18,862,876 ",29.91
2014,Chicago Bulls,Joakim Noah,C,Bird,"$12,200,000",-,-,"$500,000",-,"($25,600,000)","$12,700,000 ",20.14
2014,Chicago Bulls,Taj Gibson,PF,Bird,"$8,000,000",-,-,-,-,"($25,450,000)","$8,000,000 ",12.69
2014,Chicago Bulls,Pau Gasol,PF,Cap Space,"$7,128,000",-,-,-,-,"($22,346,280)","$7,128,000 ",11.30
2014,Chicago Bulls,Nikola Mirotic,PF,Cap Space,"$5,305,000",-,-,-,-,"($16,631,175)","$5,305,000 ",8.41
2014,Chicago Bulls,Mike Dunleavy,SF,Mini MLE,"$3,326,235",-,-,-,-,"($3,326,235)","$3,326,235 ",5.27
2014,Chicago Bulls,Kirk Hinrich,SG,Room,"$2,732,000",-,-,-,-,"($5,586,940)","$2,732,000 ",4.33
2014,Chicago Bulls,Doug McDermott,SF,Rookie,"$2,277,960",-,-,-,-,"($4,658,400)","$2,277,960 ",3.61
2014,Chicago Bulls,Jimmy Butler,SF,Rookie,"$2,008,748",-,-,-,-,"($2,008,748)","$2,008,748 ",3.19
2014,Chicago Bulls,Tony Snell,SF,Rookie,"$1,472,400",-,-,-,-,"($3,008,280)","$1,472,400 ",2.33
2014,Chicago Bulls,E'Twaun Moore,SG,Minimum,"$948,163",-,-,-,-,"($948,163)","$948,163 ",1.50
2014,Chicago Bulls,Nazr Mohammed,C,Minimum,"$1,448,490",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Chicago Bulls,Aaron Brooks,PG,Minimum,"$1,145,685",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Chicago Bulls,Cameron Bairstow,C,Cap Space,"$507,336",-,-,-,-,"($507,336)","$507,336 ",0.80
2014,Cleveland Cavaliers,LeBron James,SF,Cap Space,"$20,644,400",-,-,-,-,"($42,217,798)","$20,644,400 ",32.74
2014,Cleveland Cavaliers,Kevin Love,PF,Bird,"$15,719,063",-,-,-,-,"($32,463,280)","$15,719,063 ",24.93
2014,Cleveland Cavaliers,Anderson Varejao,C,Bird,"$9,704,545",-,-,-,-,"($9,704,545)","$9,704,545 ",15.39
2014,Cleveland Cavaliers,Kyrie Irving,PG,Rookie,"$7,070,730",-,-,-,-,"($7,070,730)","$7,070,730 ",11.21
2014,Cleveland Cavaliers,J.R. Smith,SG,Early Bird,"$5,982,375",-,"$533,135",-,-,"($12,382,125)","$6,515,510 ",10.33
2014,Cleveland Cavaliers,Tristan Thompson,PF,Rookie,"$5,138,430",-,-,-,-,"($5,138,430)","$5,138,430 ",8.15
2014,Cleveland Cavaliers,Timofey Mozgov,C,Bird,"$4,650,000",-,-,-,-,"($4,650,000)","$4,650,000 ",7.37
2014,Cleveland Cavaliers,Mike Miller,SG,Room,"$2,732,000",-,-,-,-,"($5,586,940)","$2,732,000 ",4.33
2014,Cleveland Cavaliers,Iman Shumpert,SF,Rookie,"$2,616,975",-,-,-,-,"($2,616,975)","$2,616,975 ",4.15
2014,Cleveland Cavaliers,Brendan Haywood,C,Cap Space,"$2,213,688",-,-,-,-,"($2,050,000)","$2,213,688 ",3.51
2014,Cleveland Cavaliers,James Jones,SF,Minimum,"$1,448,490",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Cleveland Cavaliers,Shawn Marion,SF,Minimum,"$1,448,490",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Cleveland Cavaliers,Joe Harris,SG,Cap Space,"$884,879",-,-,-,-,"($1,729,938)","$884,879 ",1.40
2014,Cleveland Cavaliers,Matt Dellavedova,PG,Minimum,"$816,482",-,-,-,-,"($816,482)","$816,482 ",1.29
2014,Cleveland Cavaliers,Kendrick Perkins,C,Minimum,"$434,547",-,-,-,-,"($274,573)","$274,573 ",0.44
2014,Dallas Mavericks,Tyson Chandler,C,Bird,"$14,596,887",-,"$250,000",-,-,"($15,096,887)","$14,846,887 ",23.54
2014,Dallas Mavericks,Chandler Parsons,SF,Cap Space,"$14,700,000",-,-,-,-,"($46,228,710)","$14,700,000 ",23.31
2014,Dallas Mavericks,Rajon Rondo,PG,Bird,"$12,909,090",-,-,-,-,"($12,909,090)","$12,909,090 ",20.47
2014,Dallas Mavericks,Monta Ellis,PG,Cap Space,"$8,360,000",-,-,-,-,"($17,080,000)","$8,360,000 ",13.26
2014,Dallas Mavericks,Dirk Nowitzki,PF,Cap Space,"$7,974,482",-,-,-,-,"($25,000,000)","$7,974,482 ",12.64
2014,Dallas Mavericks,Devin Harris,PG,Cap Space,"$3,878,896",-,-,-,-,"($9,390,662)","$3,878,896 ",6.15
2014,Dallas Mavericks,Raymond Felton,PG,Cap Space,"$3,793,693",-,-,-,-,"($7,744,006)","$3,793,693 ",6.02
2014,Dallas Mavericks,Al-Farouq Aminu,SF,Minimum,"$981,084",-,-,-,-,"($2,081,686)","$981,084 ",1.56
2014,Dallas Mavericks,Greg Smith,C,Minimum,"$948,163",-,-,-,-,"($948,163)","$948,163 ",1.50
2014,Dallas Mavericks,Richard Jefferson,SF,Minimum,"$1,448,490",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Dallas Mavericks,Charlie Villanueva,PF,Minimum,"$1,316,809",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Dallas Mavericks,Jose Barea,PG,Minimum,"$1,302,578",-,-,-,-,"($909,859)","$909,859 ",1.44
2014,Dallas Mavericks,Dwight Powell,PF,Minimum,"$507,336",-,-,-,-,"($507,336)","$507,336 ",0.80
2014,Dallas Mavericks,Amar'e Stoudemire,PF,Minimum,"$485,670",-,-,-,-,"($306,876)","$306,876 ",0.49
2014,Dallas Mavericks,Bernard James,C,Minimum,"$236,886",-,-,-,-,"($236,886)","$236,886 ",0.38
2014,Denver Nuggets,Ty Lawson,PG,Bird,"$11,595,506",-,-,-,-,"($37,213,483)","$11,595,506 ",18.39
2014,Denver Nuggets,Danilo Gallinari,SF,Bird,"$10,854,850",-,-,-,-,"($22,414,075)","$10,854,850 ",17.21
2014,Denver Nuggets,Wilson Chandler,SF,Bird,"$6,757,913",-,-,-,-,"($8,757,913)","$6,757,913 ",10.72
2014,Denver Nuggets,J.J Hickson,C,MLE,"$5,381,750",-,-,-,-,"($10,995,250)","$5,381,750 ",8.53
2014,Denver Nuggets,Darrell Arthur,PF,Bird,"$3,457,149",-,-,-,-,"($3,457,149)","$3,457,149 ",5.48
2014,Denver Nuggets,Randy Foye,PG,Non-Bird,"$3,000,000",-,-,-,-,"($3,000,000)","$3,000,000 ",4.76
2014,Denver Nuggets,Jameer Nelson,PG,Room,"$2,732,000",-,-,-,-,"($5,586,940)","$2,732,000 ",4.33
2014,Denver Nuggets,Kenneth Faried,SF,Rookie,"$2,249,768",-,-,-,-,"($2,249,768)","$2,249,768 ",3.57
2014,Denver Nuggets,Joffrey Lauvergne,PG,MLE,"$1,790,281",-,-,-,-,"($3,580,562)","$1,790,281 ",2.84
2014,Denver Nuggets,Jusuf Nurkic,C,Rookie,"$1,762,680",-,-,-,-,"($3,604,680)","$1,762,680 ",2.80
2014,Denver Nuggets,Gary Harris,SG,Rookie,"$1,519,200",-,-,-,-,"($3,106,680)","$1,519,200 ",2.41
2014,Denver Nuggets,Will Barton,SG,Rookie,"$915,243",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Denver Nuggets,Ian Clark,SG,Minimum,"$816,482",-,-,-,-,"($816,482)","$816,482 ",1.29
2014,Denver Nuggets,Erick Green,PG,MLE,"$507,336",-,-,-,-,"($507,336)","$507,336 ",0.80
2014,Denver Nuggets,Jamaal Franklin,SG,Minimum,"$19,211",-,-,-,-,"($19,211)","$19,211 ",0.03
2014,Detroit Pistons,Brandon Jennings,PG,Bird,"$8,000,000",-,-,-,-,"($16,344,497)","$8,000,000 ",12.69
2014,Detroit Pistons,Tayshaun Prince,SF,Bird,"$7,707,865",-,-,-,-,"($7,707,865)","$7,707,865 ",12.22
2014,Detroit Pistons,Jodie Meeks,SG,Cap Space,"$6,000,000",-,-,-,-,"($18,810,000)","$6,000,000 ",9.51
2014,Detroit Pistons,Greg Monroe,C,-,"$5,479,933",-,-,-,-,"($5,479,933)","$5,479,933 ",8.69
2014,Detroit Pistons,Caron Butler,SF,Cap Space,"$4,500,000",-,-,-,-,"($9,000,000)","$4,500,000 ",7.14
2014,Detroit Pistons,Joel Anthony,C,Bird,"$3,800,000",-,-,-,-,"($3,800,000)","$3,800,000 ",6.03
2014,Detroit Pistons,Anthony Tolliver,PF,Cap Space,"$3,000,000",-,-,-,-,"($3,400,000)","$3,000,000 ",4.76
2014,Detroit Pistons,Kentavious Caldwell-Pope ,SG,Rookie,"$2,772,480",-,-,-,-,"($5,664,240)","$2,772,480 ",4.40
2014,Detroit Pistons,Andre Drummond,C,Rookie,"$2,568,360",-,-,-,-,"($5,840,450)","$2,568,360 ",4.07
2014,Detroit Pistons,Reggie Jackson,PG,Rookie,"$2,204,370",-,-,-,-,"($2,204,370)","$2,204,370 ",3.50
2014,Detroit Pistons,Shawne Williams,SF,Minimum,"$1,227,985",-,-,-,-,"($1,227,985)","$1,227,985 ",1.95
2014,Detroit Pistons,Cartier Martin,PF,Cap Space,"$1,145,686",-,-,-,-,"($2,081,686)","$1,145,686 ",1.82
2014,Detroit Pistons,Spencer Dinwiddie,PG,Cap Space,"$700,000",-,-,-,-,"($1,545,059)","$700,000 ",1.11
2014,Detroit Pistons,John Lucas III,PG,Minimum,"$336,966",-,-,-,-,"($269,189)","$269,189 ",0.43
2014,Detroit Pistons,Quincy Miller,SF,Minimum,"$183,049",-,-,-,-,"($183,049)","$183,049 ",0.29
2014,Golden State Warriors,David Lee,PF,Bird,"$15,012,000",-,-,-,-,"($30,505,680)","$15,012,000 ",23.80
2014,Golden State Warriors,Andrew Bogut,C,Bird,"$12,972,973",-,-,-,-,"($36,000,000)","$12,972,973 ",20.57
2014,Golden State Warriors,Andre Iguodala,SG,Bird,"$12,289,544",-,-,-,-,"($35,131,368)","$12,289,544 ",19.49
2014,Golden State Warriors,Stephen Curry,PG,Bird,"$10,629,213",-,-,-,-,"($34,112,358)","$10,629,213 ",16.85
2014,Golden State Warriors,Shaun Livingston,PG,MLE,"$5,305,000",-,-,-,-,"($13,848,725)","$5,305,000 ",8.41
2014,Golden State Warriors,Marreese Speights,PF,MLE,"$3,657,500",-,-,-,-,"($7,472,500)","$3,657,500 ",5.80
2014,Golden State Warriors,Klay Thompson,SG,Rookie,"$3,075,880",-,-,-,-,"($3,075,880)","$3,075,880 ",4.88
2014,Golden State Warriors,Harrison Barnes,SF,Rookie,"$3,049,920",-,-,-,-,"($6,923,318)","$3,049,920 ",4.84
2014,Golden State Warriors,Brandon Rush,SG,Minimum,"$1,145,685",-,-,-,-,"($2,416,649)","$1,145,685 ",1.82
2014,Golden State Warriors,Festus Ezeli,C,Rookie,"$1,112,880",-,-,-,-,"($3,121,628)","$1,112,880 ",1.76
2014,Golden State Warriors,Leandro Barbosa,SG,Minimum,"$1,448,490",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Golden State Warriors,Draymond Green,SF,MLE,"$915,243",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Golden State Warriors,Justin Holiday,SF,Minimum,"$816,482",-,-,-,-,"($816,482)","$816,482 ",1.29
2014,Golden State Warriors,Ognjen Kuzmic,C,Minimum,"$816,482",-,-,-,-,"($816,482)","$816,482 ",1.29
2014,Golden State Warriors,James McAdoo,PF,Minimum,"$167,122",-,-,-,-,"($167,122)","$167,122 ",0.26
2014,Houston Rockets,Dwight Howard,C,Cap Space,"$21,436,271",-,-,-,-,"($67,078,092)","$21,436,271 ",33.99
2014,Houston Rockets,James Harden,SG,Bird,"$14,728,844",-,-,-,-,"($65,080,938)","$14,728,844 ",23.36
2014,Houston Rockets,Trevor Ariza,SF,Cap Space,"$8,579,089",-,-,-,-,"($32,000,000)","$8,579,089 ",13.60
2014,Houston Rockets,Jason Terry,SG,MLE,"$5,450,000",-,"$400,313",-,-,"($5,850,313)","$5,850,313 ",9.28
2014,Houston Rockets,Kostas Papanikolaou,SF,MLE,"$4,694,365","$103,299",-,-,-,"($4,797,664)","$4,797,664 ",7.61
2014,Houston Rockets,Corey Brewer,SF,MLE,"$4,702,500",-,-,-,-,"($9,607,500)","$4,702,500 ",7.46
2014,Houston Rockets,Josh Smith,SF,Bi-Annual,"$2,077,000",-,-,-,-,"($2,077,000)","$2,077,000 ",3.29
2014,Houston Rockets,Pablo Prigioni,PG,Mini MLE,"$1,662,961",-,-,-,-,"($1,952,961)","$1,662,961 ",2.64
2014,Houston Rockets,Terrence Jones,PF,Rookie,"$1,618,680",-,-,-,-,"($4,108,209)","$1,618,680 ",2.57
2014,Houston Rockets,Donatas Motiejunas,PF,Rookie,"$1,483,920",-,-,-,-,"($3,772,125)","$1,483,920 ",2.35
2014,Houston Rockets,Clint Capela,PF,Rookie,"$1,189,200",-,-,-,-,"($2,431,920)","$1,189,200 ",1.89
2014,Houston Rockets,Joey Dorsey,PF,Minimum,"$948,163",-,-,-,-,"($1,963,584)","$948,163 ",1.50
2014,Houston Rockets,Patrick Beverley,PG,Cap Space,"$915,243",-,-,-,-,"($915,243)","$915,243 ",1.45
2014,Houston Rockets,Nick Johnson,SG,MLE,"$507,336",-,-,-,-,"($2,332,826)","$507,336 ",0.80
2014,Houston Rockets,K.J. McDaniels,SF,Minimum,"$507,336",-,-,-,-,"($507,336)","$507,336 ",0.80
2014,Indiana Pacers,Paul George,SF,Bird,"$15,925,680",-,-,-,-,"($91,572,660)","$15,925,680 ",25.25
2014,Indiana Pacers,Roy Hibbert,C,Bird,"$14,898,938",-,-,-,-,"($30,412,969)","$14,898,938 ",23.62
