Year,Team,Player,Position,Base_Salary,Signing_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Bonus,Miscellaneous,Dead_Cap,Cap_Hit,Cap_Percentage
2007,Washington Redskins,Fred Smoot,CB,"$600,000","$1,400,000",-,-,-,-,-,-,"$2,100,000 ",1.93
2007,Washington Redskins,Jason Campbell,QB,"$572,500","$28,000",-,"$1,002,500",-,-,-,-,"$1,603,000 ",1.47
2007,Washington Redskins,Todd Collins,QB,"$1,250,000","$225,000",-,-,-,-,-,-,"$1,475,000 ",1.35
2007,Washington Redskins,Chris Cooley,TE,"$510,000","$663,750",-,-,-,-,-,-,"$1,173,750 ",1.08
2007,Washington Redskins,Mike Sellers,FB,"$720,000","$225,000",-,-,-,-,-,-,"$970,000 ",0.89
2007,Washington Redskins,Rocky McIntosh,OLB,"$360,000","$455,000",-,-,-,-,-,-,"$815,000 ",0.75
2007,Washington Redskins,Rock Cartwright,RB,"$600,000","$75,000",-,-,-,-,-,-,"$675,000 ",0.62
2007,Washington Redskins,Nehemiah Broughton,RB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0.40
2007,Washington Redskins,Shaun Suisham,K,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0.40
2007,Washington Redskins,Anthony Montgomery,DT,"$360,000","$41,158",-,-,-,-,-,-,"$401,158 ",0.37
2007,Washington Redskins,Reed Doughty,S,"$360,000","$28,306",-,-,-,-,-,-,"$388,306 ",0.36
2007,Washington Redskins,Kedric Golston,DE,"$360,000","$21,858",-,-,-,-,-,-,"$381,858 ",0.35
2007,Washington Redskins,H.B. Blades,LB,"$285,000","$26,625",-,-,-,-,-,-,"$311,625 ",0.29
2007,Washington Redskins,Tyler Ecker,TE,"$285,000","$14,500",-,-,-,-,-,-,"$299,500 ",0.27
2007,Washington Redskins,Stephon Heyer,T,"$285,000","$3,333",-,-,-,-,-,-,"$288,333 ",0.26
2007,Washington Redskins,Lorenzo Alexander,OLB,"$285,000",-,-,-,-,-,-,-,"$285,000 ",0.26
2007,Washington Redskins,Chris Wilson,LB,"$285,000",-,-,-,-,-,-,-,- ,0.00
2008,Arizona Cardinals,Karlos Dansby,ILB,"$8,065,000",-,-,-,-,-,-,-,"$8,065,000 ",6.95
2008,Arizona Cardinals,Larry Fitzgerald,WR,"$2,100,000","$4,250,000",-,"$1,006,000",-,-,-,-,"$7,356,000 ",6.34
2008,Arizona Cardinals,Mike Gandy,T,"$3,500,000","$800,000","$2,500,000",-,-,-,-,-,"$6,800,000 ",5.86
2008,Arizona Cardinals,Edgerrin James,RB,"$5,000,000","$1,750,000",-,-,-,-,-,-,"$6,750,000 ",5.82
2008,Arizona Cardinals,Levi Brown,LT,"$370,000",-,"$3,675,000","$2,392,500","$250,000",-,-,-,"$6,687,500 ",5.77
2008,Arizona Cardinals,Kurt Warner,QB,"$4,000,000","$1,000,000",-,-,-,-,"$1,000,000",-,"$6,000,000 ",5.17
2008,Arizona Cardinals,Adrian Wilson,S,"$4,750,000","$900,000",-,-,-,-,-,-,"$5,650,000 ",4.87
2008,Arizona Cardinals,Chike Okeafor,G,"$4,500,000","$900,000",-,-,-,-,-,-,"$5,400,000 ",4.66
2008,Arizona Cardinals,Anquan Boldin,WR,"$2,500,000","$1,000,000",-,"$1,000,000",-,-,-,-,"$4,500,000 ",3.88
2008,Arizona Cardinals,Reggie Wells,G,"$1,100,000","$600,000",-,-,-,-,-,-,"$3,450,000 ",2.97
2008,Arizona Cardinals,Darnell Dockett,DE,"$3,250,000",-,-,-,-,-,-,-,"$3,250,000 ",2.80
2008,Arizona Cardinals,Antrel Rolle,S,"$1,210,000",-,-,"$1,552,000",-,-,-,-,"$2,762,000 ",2.38
2008,Arizona Cardinals,Matt Leinart,QB,"$735,000",-,-,"$1,515,000",-,-,-,-,"$2,250,000 ",1.94
2008,Arizona Cardinals,Antonio Smith,DE,"$2,017,000",-,-,-,-,-,-,-,"$2,017,000 ",1.74
2008,Arizona Cardinals,Bertrand Berry,DE,"$1,000,000","$1,000,000",-,-,-,-,-,-,"$2,000,000 ",1.72
2008,Arizona Cardinals,Travis LaBoy,DT,"$750,000","$1,150,000",-,-,-,-,-,-,"$1,900,000 ",1.64
2008,Arizona Cardinals,Dominique Rodgers-Cromartie,CB,"$295,000",-,"$1,090,000",-,-,-,-,-,"$1,385,000 ",1.19
2008,Arizona Cardinals,Clark Haggans,LB,"$1,000,000","$350,000",-,-,-,-,-,-,"$1,350,000 ",1.16
2008,Arizona Cardinals,Bryan Robinson,DE,"$850,000",-,"$350,000",-,-,-,-,-,"$1,200,000 ",1.03
2008,Arizona Cardinals,Taitusi Lutui,G,"$445,000","$496,250",-,-,-,-,-,-,"$941,250 ",0.81
2008,Arizona Cardinals,Jerame Tuman,TE,"$730,000",-,"$200,000",-,-,-,-,-,"$930,000 ",0.80
2008,Arizona Cardinals,Elton Brown,G,"$927,000",-,-,-,-,-,-,-,"$927,000 ",0.80
2008,Arizona Cardinals,Monty Beisel,LB,"$900,000",-,-,-,-,-,-,-,"$900,000 ",0.78
2008,Arizona Cardinals,Alan Branch,DT,"$370,000","$500,000",-,-,-,-,-,-,"$870,000 ",0.75
2008,Arizona Cardinals,Mike Leach,LS,"$730,000","$75,000",-,-,-,-,-,-,"$805,000 ",0.69
2008,Arizona Cardinals,Neil Rackers,K,"$800,000",-,-,-,-,-,-,-,"$800,000 ",0.69
2008,Arizona Cardinals,J.J. Arrington,RB,"$520,000","$459,375",-,-,-,-,-,-,"$749,687 ",0.65
2008,Arizona Cardinals,Matt Ware,CB,"$605,000",-,"$125,000",-,-,-,-,-,"$730,000 ",0.63
2008,Arizona Cardinals,Leonard Pope,TE,"$445,000","$192,667",-,-,-,-,-,-,"$637,667 ",0.55
2008,Arizona Cardinals,Victor Hobson,LB,"$605,000",-,-,-,-,-,-,-,"$605,000 ",0.52
2008,Arizona Cardinals,Calais Campbell,DE,"$295,000","$300,000",-,-,-,-,-,-,"$595,000 ",0.51
2008,Arizona Cardinals,Gabe Watson,DT,"$445,000","$115,833",-,-,-,-,-,-,"$560,833 ",0.48
2008,Arizona Cardinals,Early Doucet,WR,"$295,000","$183,333",-,-,-,-,-,-,"$478,333 ",0.41
2008,Arizona Cardinals,Ralph Brown,CB,"$730,000",-,-,-,-,-,-,-,"$445,000 ",0.38
2008,Arizona Cardinals,Brian St. Pierre,QB,"$605,000","$20,000",-,-,-,-,-,"($20,000)","$445,000 ",0.38
2008,Arizona Cardinals,Steve Breaston,WR,"$370,000","$47,083",-,-,-,-,-,-,"$417,083 ",0.36
2008,Arizona Cardinals,Kenny Iwebema,DE,"$295,000","$115,050",-,-,-,-,-,-,"$410,050 ",0.35
2008,Arizona Cardinals,Ben Patrick,TE,"$370,000","$16,645",-,-,-,-,-,-,"$386,645 ",0.33
2008,Arizona Cardinals,Lyle Sendlein,C,"$370,000","$6,250",-,-,-,-,-,-,"$376,250 ",0.32
2008,Arizona Cardinals,Michael Adams,S,"$370,000","$1,750",-,-,-,-,-,-,"$371,750 ",0.32
2008,Arizona Cardinals,Tim Hightower,RB,"$295,000","$45,166",-,-,-,-,-,-,"$340,166 ",0.29
2008,Arizona Cardinals,Brandon Keith,RT,"$295,000","$13,500",-,-,-,-,-,-,"$308,500 ",0.27
2008,Arizona Cardinals,Dennis Keyes,S,"$295,000","$6,250",-,-,-,-,-,-,"$301,250 ",0.26
2008,Arizona Cardinals,Pat Ross,C,"$295,000",-,-,-,-,-,-,-,"$295,000 ",0.25
2008,Arizona Cardinals,Herana-Daze Jones,S,"$445,000",-,-,-,-,-,-,-,"$250,313 ",0.22
2008,Arizona Cardinals,Oliver Ross,T,"$320,000","$20,000",-,-,-,-,-,-,"$230,000 ",0.20
2008,Arizona Cardinals,Chris Harrington,DE,"$88,400",-,-,-,-,-,-,-,"$88,400 ",0.08
2008,Atlanta Falcons,John Abraham,OLB,"$6,000,000","$2,083,333",-,-,-,-,-,-,"$8,083,333 ",6.97
2008,Atlanta Falcons,Keith Brooking,LB,"$4,900,000","$1,514,285","$500,000",-,"$250,000","$777,941",-,-,"$7,942,226 ",6.85
2008,Atlanta Falcons,Matt Ryan,QB,"$295,000",-,"$6,305,000",-,-,-,-,-,"$6,600,000 ",5.69
2008,Atlanta Falcons,Todd Weiner,T,"$2,250,000","$700,000",-,"$800,000",-,-,-,-,"$3,750,000 ",3.23
2008,Atlanta Falcons,Michael Turner,RB,"$1,000,000","$2,500,000",-,-,-,-,-,-,"$3,500,000 ",3.02
2008,Atlanta Falcons,Von Hutchins,CB,"$2,000,000","$500,000",-,-,-,-,-,-,"$2,850,000 ",2.46
2008,Atlanta Falcons,Ovie Mughelli,RB,"$1,750,000","$500,000",-,-,-,-,-,-,"$2,500,000 ",2.16
2008,Atlanta Falcons,Jamaal Anderson,DE,"$370,000","$444,000",-,"$1,611,250",-,-,-,-,"$2,425,250 ",2.09
2008,Atlanta Falcons,Chris Redman,QB,"$1,000,000","$1,375,000",-,-,-,-,-,-,"$2,375,000 ",2.05
2008,Atlanta Falcons,Michael Jenkins,WR,"$1,050,000","$850,000",-,"$368,000",-,-,-,-,"$2,268,000 ",1.96
2008,Atlanta Falcons,Michael Boley,LB,"$2,017,000",-,-,-,-,-,-,-,"$2,017,000 ",1.74
2008,Atlanta Falcons,Todd McClure,C,"$1,300,000","$200,000",-,"$400,000",-,-,-,-,"$1,900,000 ",1.64
2008,Atlanta Falcons,Curtis Lofton,ILB,"$295,000","$410,000","$1,035,000",-,-,-,-,-,"$1,740,000 ",1.50
2008,Atlanta Falcons,Roddy White,WR,"$805,500",-,-,"$906,250",-,-,-,-,"$1,711,750 ",1.48
2008,Atlanta Falcons,Erik Coleman,S,"$650,000","$625,000",-,-,-,-,-,-,"$1,625,000 ",1.40
2008,Atlanta Falcons,Brian Finneran,WR,"$730,000","$750,000",-,-,-,-,-,-,"$1,480,000 ",1.28
2008,Atlanta Falcons,Michael Koenen,P,"$1,417,000",-,-,-,-,-,-,-,"$1,417,000 ",1.22
2008,Atlanta Falcons,Jonathan Babineaux,DE,"$520,000","$787,500",-,-,-,-,-,-,"$1,307,500 ",1.13
2008,Atlanta Falcons,Sam Baker,LT,"$295,000",-,"$960,000",-,-,-,-,-,"$1,255,000 ",1.08
2008,Atlanta Falcons,Chauncey Davis,DE,"$927,000",-,-,-,-,-,-,-,"$927,000 ",0.80
2008,Atlanta Falcons,Domonique Foxworth,CB,"$927,000",-,-,-,-,-,-,-,"$927,000 ",0.80
2008,Atlanta Falcons,Alex Stepanovich,C,"$650,000","$175,000",-,-,-,-,-,-,"$825,000 ",0.71
2008,Atlanta Falcons,Justin Blalock,G,"$370,000","$423,000",-,-,-,-,-,-,"$793,000 ",0.68
2008,Atlanta Falcons,Chris Houston,CB,"$370,000","$392,750",-,-,-,-,-,-,"$762,750 ",0.66
2008,Atlanta Falcons,Mike Schneck,LS,"$730,000",-,-,-,-,-,-,-,"$730,000 ",0.63
2008,Atlanta Falcons,Kindal Moorehead,DT,"$605,000","$50,000",-,-,-,-,-,-,"$655,000 ",0.56
2008,Atlanta Falcons,Jerious Norwood,RB,"$445,000",-,-,-,-,-,-,-,"$631,167 ",0.54
2008,Atlanta Falcons,Laurent Robinson,WR,"$370,000","$190,350",-,-,-,-,-,-,"$560,350 ",0.48
2008,Atlanta Falcons,Simon Fraser,DE,"$520,000","$40,000",-,-,-,-,-,-,"$560,000 ",0.48
2008,Atlanta Falcons,Frank Omiyale,T,"$520,000","$38,750",-,-,-,-,-,-,"$558,750 ",0.48
2008,Atlanta Falcons,Quinn Ojinnaka,T,"$445,000","$45,125",-,-,-,-,-,-,"$490,125 ",0.42
2008,Atlanta Falcons,Stephen Nicholas,OLB,"$370,000","$116,875",-,-,-,-,-,-,"$486,875 ",0.42
2008,Atlanta Falcons,Harry Douglas,WR,"$295,000","$176,012",-,-,-,-,-,-,"$471,012 ",0.41
2008,Atlanta Falcons,D.J. Shockley,QB,"$445,000","$13,437",-,-,-,-,-,-,"$458,437 ",0.40
2008,Atlanta Falcons,Justin Peelle,TE,"$605,000","$40,000",-,-,-,-,-,-,"$445,000 ",0.38
2008,Atlanta Falcons,Coy Wire,LS,"$605,000",-,-,-,-,-,-,-,"$445,000 ",0.38
2008,Atlanta Falcons,Tyson Clabo,RT,"$445,000",-,-,-,-,-,-,-,"$445,000 ",0.38
2008,Atlanta Falcons,Harvey Dahl,G,"$445,000",-,-,-,-,-,-,-,"$445,000 ",0.38
2008,Atlanta Falcons,Jamaal Fudge,S,"$445,000",-,-,-,-,-,-,-,"$445,000 ",0.38
2008,Atlanta Falcons,Ben Wilkerson,C,"$445,000",-,-,-,-,-,-,-,"$445,000 ",0.38
2008,Atlanta Falcons,Thomas DeCoud,S,"$295,000","$145,000",-,-,-,-,-,"($597,980)","$440,000 ",0.38
2008,Atlanta Falcons,Jason Snelling,RB,"$370,000",-,-,-,-,-,-,-,"$370,000 ",0.32
2008,Atlanta Falcons,Kroy Biermann,OLB,"$295,000","$43,687",-,-,-,-,-,-,"$338,687 ",0.29
2008,Atlanta Falcons,Thomas Brown,RB,"$295,000","$27,125",-,-,-,-,-,-,"$322,125 ",0.28
2008,Atlanta Falcons,Brent Grimes,CB,"$295,000",-,-,-,-,-,-,-,"$295,000 ",0.25
2008,Atlanta Falcons,Jason Rader,TE,"$282,941",-,-,-,-,-,-,-,"$282,941 ",0.24
2008,Atlanta Falcons,Robert James,OLB,"$200,000","$49,731",-,-,-,-,-,-,"$249,731 ",0.22
2008,Atlanta Falcons,Trey Lewis,DT,"$215,000","$24,406",-,-,-,-,-,-,"$239,406 ",0.21
2008,Atlanta Falcons,Eric Weems,WR,"$104,117",-,-,-,-,-,-,-,"$104,117 ",0.09
2008,Atlanta Falcons,Marcus Pollard,TE,"$830,000",-,-,-,-,-,-,-,"$52,352 ",0.05
2008,Atlanta Falcons,Eric Brock,S,"$34,705",-,-,-,-,-,-,-,"$34,705 ",0.03
2008,Baltimore Ravens,Ray Lewis,LB,"$6,500,000","$1,428,571",-,"$1,500,000",-,-,-,-,"$9,428,571 ",8.13
2008,Baltimore Ravens,Terrell Suggs,OLB,"$8,475,000",-,-,-,-,-,-,-,"$8,475,000 ",7.31
2008,Baltimore Ravens,Bart Scott,LB,"$3,400,000","$2,166,667",-,-,-,-,-,-,"$5,566,667 ",4.80
2008,Baltimore Ravens,Derrick Mason,WR,"$3,000,000","$1,400,000",-,-,-,-,-,-,"$4,400,000 ",3.79
2008,Baltimore Ravens,Samari Rolle,C,"$1,400,000","$2,200,000","$500,000",-,-,-,-,-,"$4,100,000 ",3.53
2008,Baltimore Ravens,Todd Heap,TE,"$730,000","$800,000",-,"$1,400,000",-,"$567,500",-,-,"$3,497,500 ",3.02
2008,Baltimore Ravens,Jarret Johnson,OLB,"$2,000,000","$1,080,000",-,"$250,000",-,-,-,-,"$3,330,000 ",2.87
2008,Baltimore Ravens,Willis McGahee,RB,"$605,000","$1,250,000",-,"$1,250,000",-,-,-,-,"$3,105,000 ",2.68
2008,Baltimore Ravens,Ed Reed,S,"$605,000","$1,071,428",-,"$1,300,000",-,-,-,-,"$2,976,428 ",2.57
2008,Baltimore Ravens,Haloti Ngata,DT,"$445,000",-,-,"$1,533,750",-,-,-,-,"$1,978,750 ",1.71
2008,Baltimore Ravens,Mark Clayton,WR,"$800,000","$200,000",-,"$915,000",-,-,-,-,"$1,915,000 ",1.65
2008,Baltimore Ravens,Jason Brown,G,"$1,417,000",-,-,-,-,-,-,-,"$1,417,000 ",1.22
2008,Baltimore Ravens,Joe Flacco,QB,"$295,000",-,"$1,005,000",-,-,-,-,-,"$1,300,000 ",1.12
2008,Baltimore Ravens,Ben Grubbs,G,"$370,000","$200,000",-,"$680,000",-,-,-,-,"$1,250,000 ",1.08
2008,Baltimore Ravens,Daniel Wilcox,WR,"$960,000","$133,334",-,-,-,-,-,-,"$1,093,334 ",0.94
2008,Baltimore Ravens,Brendon Ayanbadejo,LB,"$615,000","$475,000",-,-,-,-,-,-,"$1,090,000 ",0.94
2008,Baltimore Ravens,Chris Chester,G,"$445,000","$265,000","$250,000",-,-,-,-,-,"$960,000 ",0.83
2008,Baltimore Ravens,Dwan Edwards,DT,"$605,000","$230,000",-,"$95,000",-,-,-,-,"$930,000 ",0.80
2008,Baltimore Ravens,Corey Ivy,CB,"$730,000","$83,333",-,-,-,-,-,-,"$813,333 ",0.70
2008,Baltimore Ravens,Adam Terry,T,"$520,000","$140,000",-,-,-,-,-,-,"$762,500 ",0.66
2008,Baltimore Ravens,Fabian Washington,CB,"$750,000",-,-,-,-,-,-,-,"$750,000 ",0.65
2008,Baltimore Ravens,Ray Rice,RB,"$295,000","$275,000",-,-,-,-,-,-,"$570,000 ",0.49
2008,Baltimore Ravens,Yamon Figurs,WR,"$370,000","$192,833",-,-,-,-,-,-,"$562,833 ",0.49
2008,Baltimore Ravens,Demetrius Williams,WR,"$445,000","$111,667",-,-,-,-,-,-,"$556,667 ",0.48
2008,Baltimore Ravens,P.J.  Daniels,RB,"$445,000","$93,667",-,-,-,-,-,-,"$538,667 ",0.46
2008,Baltimore Ravens,Marshal Yanda,G,"$370,000","$167,566",-,-,-,-,-,-,"$537,566 ",0.46
2008,Baltimore Ravens,Jim Leonhard,S,"$520,000",-,-,-,-,-,-,-,"$520,000 ",0.45
2008,Baltimore Ravens,Tavares Gooden,ILB,"$295,000","$203,366",-,-,-,-,-,-,"$498,366 ",0.43
2008,Baltimore Ravens,Dawan Landry,S,"$445,000","$43,000",-,-,-,-,-,-,"$488,000 ",0.42
2008,Baltimore Ravens,Quinn Sypniewski,TE,"$445,000","$34,833",-,-,-,-,-,-,"$479,833 ",0.41
2008,Baltimore Ravens,Tom Zbikowski,S,"$295,000","$172,000",-,-,-,-,-,-,"$467,000 ",0.40
2008,Baltimore Ravens,Antwan Barnes,OLB,"$370,000","$95,667",-,-,-,-,-,-,"$465,667 ",0.40
2008,Baltimore Ravens,Sam Koch,P,"$445,000","$18,163",-,-,-,-,-,-,"$463,163 ",0.40
2008,Baltimore Ravens,LeRon McClain,FB,"$370,000","$93,000",-,-,-,-,-,-,"$463,000 ",0.40
2008,Baltimore Ravens,Oniel Cousins,G,"$295,000","$147,833",-,-,-,-,-,-,"$442,833 ",0.38
2008,Baltimore Ravens,Derrick Martin,CB,"$417,187","$16,650",-,-,-,-,-,-,"$433,837 ",0.37
2008,Baltimore Ravens,Marcus Smith,WR,"$295,000","$123,041",-,-,-,-,-,-,"$418,041 ",0.36
2008,Baltimore Ravens,Jared Gaither,T,"$370,000","$37,667",-,-,-,-,-,-,"$407,667 ",0.35
2008,Baltimore Ravens,Troy Smith,QB,"$370,000","$35,000",-,-,-,-,-,-,"$405,000 ",0.35
2008,Baltimore Ravens,David Hale,G,"$295,000","$98,166",-,-,-,-,-,-,"$393,166 ",0.34
2008,Baltimore Ravens,Robert McCune,LB,"$370,000",-,-,-,-,-,-,-,"$370,000 ",0.32
2008,Baltimore Ravens,Haruki Nakamura,S,"$295,000","$17,767",-,-,-,-,-,-,"$312,767 ",0.27
2008,Baltimore Ravens,Jameel McClain,ILB,"$295,000","$3,000",-,-,-,-,-,-,"$298,000 ",0.26
2008,Baltimore Ravens,Daren Stone,S,"$174,117",-,-,-,-,-,-,-,"$174,117 ",0.15
2008,Baltimore Ravens,Mike Smith,LB,"$157,941",-,-,-,-,-,-,-,"$157,941 ",0.14
2008,Baltimore Ravens,Steven Hauschka,K,"$156,176",-,-,-,-,-,-,-,"$156,176 ",0.13
2008,Baltimore Ravens,Chad Slaughter,T,"$201,666",-,-,-,-,-,-,-,"$41,666 ",0.04
2008,Baltimore Ravens,Cory Ross,RB,"$26,176",-,-,-,-,-,-,-,"$26,176 ",0.02
2008,Baltimore Ravens,Lamar Divens,DT,"$295,000",-,-,-,-,-,-,-,- ,0.00
2008,Buffalo Bills,Lee Evans,WR,"$9,500,001","$375,000",-,"$845,000",-,-,"$142,241",-,"$10,862,242 ",9.36
2008,Buffalo Bills,Derrick Dockery,G,"$1,500,000","$1,350,000",-,-,-,-,-,-,"$6,350,000 ",5.47
2008,Buffalo Bills,Marcus Stroud,DT,"$3,000,000",-,-,-,-,-,-,-,"$5,000,000 ",4.31
2008,Buffalo Bills,Chris Kelsay,DE,"$1,400,000","$2,000,000","$1,500,000",-,"$100,000",-,-,-,"$5,000,000 ",4.31
2008,Buffalo Bills,Jason Peters,LT,"$3,250,000","$300,000",-,"$750,000","$50,000",-,"$100,000",-,"$4,450,000 ",3.84
2008,Buffalo Bills,Roscoe Parrish,WR,"$520,000","$550,000",-,-,-,-,-,-,"$4,320,000 ",3.72
2008,Buffalo Bills,Terrence McGee,CB,"$2,750,000","$1,000,000","$250,000",-,"$125,000",-,-,-,"$4,125,000 ",3.56
2008,Buffalo Bills,Spencer Johnson,DT,"$1,000,000",-,"$2,500,000",-,-,-,-,-,"$3,500,000 ",3.02
2008,Buffalo Bills,J.P. Losman,QB,"$1,900,000",-,-,"$1,232,000",-,-,-,-,"$3,132,000 ",2.70
2008,Buffalo Bills,Donte Whitner,S,"$445,000","$300,000","$320,750","$1,668,600",-,-,-,-,"$2,734,350 ",2.36
2008,Buffalo Bills,Kyle Williams,DT,"$700,000","$48,250","$1,750,000",-,-,-,-,-,"$2,498,250 ",2.15
2008,Buffalo Bills,Brad Butler,T,"$945,000","$43,750","$1,500,000",-,-,-,-,-,"$2,488,750 ",2.15
2008,Buffalo Bills,Brian Moorman,P,"$750,000","$46,428","$1,350,000","$90,000",-,-,-,-,"$2,236,428 ",1.93
2008,Buffalo Bills,Marshawn Lynch,RB,"$375,000","$501,025",-,"$900,000",-,-,-,-,"$1,776,025 ",1.53
2008,Buffalo Bills,Rian Lindell,K,"$1,000,000","$60,000","$500,000",-,-,-,-,-,"$1,560,000 ",1.34
2008,Buffalo Bills,Leodis McKelvin,CB,"$295,000","$1,165,834",-,-,-,-,-,-,"$1,460,834 ",1.26
2008,Buffalo Bills,Jabari Greer,CB,"$950,000","$55,000",-,-,-,-,-,-,"$1,015,000 ",0.88
2008,Buffalo Bills,Paul Posluszny,ILB,"$500,000","$367,000",-,-,"$50,000",-,-,-,"$917,000 ",0.79
2008,Buffalo Bills,Bryan Scott,OLB,"$650,000",-,"$100,000",-,"$50,000",-,-,-,"$800,000 ",0.69
2008,Buffalo Bills,Jason Whittle,G,"$730,017","$40,000",-,-,-,-,-,"($40,000)","$770,017 ",0.66
2008,Buffalo Bills,Trent Edwards,QB,"$370,000","$157,750",-,-,-,-,"$200,000",-,"$727,750 ",0.63
2008,Buffalo Bills,Ashton Youboty,CB,"$445,000","$196,250",-,-,-,-,-,-,"$641,250 ",0.55
2008,Buffalo Bills,Duke Preston,G,"$520,000","$103,750",-,-,-,-,-,-,"$623,750 ",0.54
2008,Buffalo Bills,Courtney Anderson,TE,"$605,000",-,-,-,-,-,-,-,"$605,000 ",0.52
2008,Buffalo Bills,Ko Simpson,S,"$445,000","$116,250",-,-,-,-,-,-,"$561,250 ",0.48
2008,Buffalo Bills,Kirk Chambers,G,"$520,000",-,-,-,-,-,-,-,"$520,000 ",0.45
2008,Buffalo Bills,Corey McIntyre,FB,"$520,000",-,-,-,-,-,-,-,"$520,000 ",0.45
2008,Buffalo Bills,George Wilson,S,"$520,000",-,-,-,-,-,-,-,"$520,000 ",0.45
2008,Buffalo Bills,Chris Ellis,DE,"$295,000","$200,750",-,-,-,-,-,-,"$495,750 ",0.43
2008,Buffalo Bills,Keith Ellison,LB,"$445,000","$26,750",-,-,-,-,-,-,"$471,750 ",0.41
2008,Buffalo Bills,John DiGiorgio,LB,"$445,000","$3,334",-,-,-,-,-,-,"$448,334 ",0.39
2008,Buffalo Bills,Jonathan Scott,LT,"$445,000",-,-,-,-,-,-,-,"$445,000 ",0.38
2008,Buffalo Bills,Gibran Hamdan,QB,"$435,000",-,-,-,-,-,-,-,"$435,000 ",0.38
2008,Buffalo Bills,Reggie Corner,CB,"$295,000","$116,250",-,-,-,-,-,-,"$411,250 ",0.35
2008,Buffalo Bills,John Wendling,S,"$370,000","$24,687",-,-,-,-,-,-,"$394,687 ",0.34
2008,Buffalo Bills,Derek Fine,TE,"$295,000","$99,500",-,-,-,-,-,-,"$394,500 ",0.34
2008,Buffalo Bills,Fred Jackson,RB,"$370,000",-,-,-,-,-,-,-,"$370,000 ",0.32
2008,Buffalo Bills,Justin Jenkins,WR,"$370,000",-,-,-,-,-,-,-,"$370,000 ",0.32
2008,Buffalo Bills,Derek Schouman,TE,"$370,000",-,-,-,-,-,-,-,"$370,000 ",0.32
2008,Buffalo Bills,Alvin Bowen,LB,"$295,000","$45,250",-,-,-,-,-,-,"$340,250 ",0.29
2008,Buffalo Bills,Demetress Bell,RT,"$295,000","$14,125",-,-,-,-,-,-,"$309,125 ",0.27
2008,Buffalo Bills,Stevie Johnson,WR,"$295,000","$13,507",-,-,-,-,-,-,"$308,507 ",0.27
2008,Buffalo Bills,Jonathan Stupar,TE,"$86,764",-,-,-,-,-,-,-,"$86,764 ",0.07
2008,Carolina Panthers,Julius Peppers,OLB,"$6,500,000","$1,300,000","$3,441,666","$675,000","$235,000","$1,985,833",-,-,"$14,137,499 ",12.19
2008,Carolina Panthers,Jake Delhomme,QB,"$4,690,000","$1,016,667",-,-,-,-,-,-,"$9,956,667 ",8.58
2008,Carolina Panthers,Jordan Gross,LT,"$7,455,000",-,-,-,-,-,-,-,"$7,455,000 ",6.43
2008,Carolina Panthers,Steve Smith,WR,"$1,750,000","$2,759,412",-,"$1,700,000",-,"$42,745",-,-,"$6,252,157 ",5.39
2008,Carolina Panthers,Maake Kemoeatu,DT,"$1,900,000","$1,200,000","$333,333","$500,000","$100,000","$806,666",-,-,"$4,839,999 ",4.17
2008,Carolina Panthers,Chris Gamble,CB,"$1,190,882","$2,550,000",-,"$245,000",-,-,-,-,"$3,985,882 ",3.44
2008,Carolina Panthers,Travelle Wharton,G,"$600,000","$2,000,000",-,-,"$250,000",-,-,-,"$2,850,000 ",2.46
2008,Carolina Panthers,Thomas Davis,OLB,"$650,000","$235,000",-,"$1,468,750","$100,000",-,-,-,"$2,453,750 ",2.12
2008,Carolina Panthers,John Kasay,K,"$1,500,000","$800,000",-,-,-,-,-,-,"$2,300,000 ",1.98
2008,Carolina Panthers,DeAngelo Williams,RB,"$445,000",-,-,"$865,000","$100,000",-,"$835,000",-,"$2,245,000 ",1.94
2008,Carolina Panthers,Josh McCown,QB,"$1,950,000",-,-,-,"$50,000",-,-,-,"$2,000,000 ",1.72
2008,Carolina Panthers,Jeremy Bridges,G,"$1,200,000","$400,000",-,-,"$125,000",-,-,-,"$1,725,000 ",1.49
2008,Carolina Panthers,Jon Beason,ILB,"$870,000","$600,000","$242,500",-,-,-,-,-,"$1,712,500 ",1.48
2008,Carolina Panthers,Nail Diggs,LB,"$800,000","$900,000",-,-,-,-,-,-,"$1,700,000 ",1.47
2008,Carolina Panthers,Tyler Brayton,DT,"$800,000","$625,000",-,-,"$100,000",-,-,-,"$1,525,000 ",1.31
2008,Carolina Panthers,Jonathan Stewart,RB,"$1,395,000","$100,000",-,-,-,-,-,-,"$1,495,000 ",1.29
2008,Carolina Panthers,Geoff Hangartner,G,"$1,417,000",-,-,-,-,-,-,-,"$1,417,000 ",1.22
2008,Carolina Panthers,Jeff Otah,T,"$1,060,000","$218,750",-,-,-,-,-,-,"$1,278,750 ",1.10
2008,Carolina Panthers,Muhsin Muhammad,WR,"$1,000,000","$250,000",-,-,-,-,-,-,"$1,250,000 ",1.08
2008,Carolina Panthers,Chris Harris,S,"$527,000","$400,000",-,-,-,-,-,-,"$1,027,000 ",0.89
2008,Carolina Panthers,Adam Seward,LB,"$927,000",-,-,-,-,-,-,-,"$927,000 ",0.80
