Year,Team,Player,Position,Base_Salary,Signing_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Bonus,Miscellaneous,Dead_Cap,Cap_Hit,Cap_Percentage
2004,Kansas City Chiefs,Lawrence Tynes,K,"$230,000","$12,500",-,-,-,-,-,-,"$267,500 ",0.00
2004,Kansas City Chiefs,Kevin Sampson,T,"$230,000","$9,500",-,-,-,-,-,-,"$239,500 ",0.00
2004,Miami Dolphins,Sammy Knight,S,"$1,250,000","$150,000",-,-,-,-,-,-,"$1,700,000 ",0.00
2004,Miami Dolphins,Olindo Mare,K,"$660,000","$500,000",-,-,-,-,-,-,"$1,160,000 ",0.00
2004,Miami Dolphins,Sammy Morris,RB,"$535,000","$100,000",-,-,-,-,-,-,"$635,000 ",0.00
2004,Miami Dolphins,Sage Rosenfels,QB,"$628,000",-,-,-,-,-,-,-,"$628,000 ",0.00
2004,Miami Dolphins,Randy McMichael,TE,"$380,000","$93,125",-,-,-,-,-,-,"$473,125 ",0.00
2004,Miami Dolphins,Wade Smith,G,"$305,000","$153,125",-,-,-,-,-,-,"$458,125 ",0.00
2004,Miami Dolphins,Donald Lee,TE,"$305,000","$33,250",-,-,-,-,-,-,"$338,250 ",0.00
2004,Miami Dolphins,Yeremiah Bell,S,"$305,000","$14,141",-,-,-,-,-,-,"$319,141 ",0.00
2004,Miami Dolphins,Rex Hadnot,G,"$230,000","$22,500",-,-,-,-,-,-,"$252,500 ",0.00
2004,Miami Dolphins,Derrick Pope,LB,"$230,000","$10,725",-,-,-,-,-,-,"$240,725 ",0.00
2004,Miami Dolphins,Wes Welker,WR,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Minnesota Vikings,Antoine Winfield,CB,"$1,600,000",-,-,-,-,-,-,-,"$12,400,000 ",0.00
2004,Minnesota Vikings,Randy Moss,WR,"$5,750,000","$1,666,667",-,-,-,-,-,-,"$8,559,524 ",0.00
2004,Minnesota Vikings,Matt Birk,C,"$3,250,000","$634,006","$400,000","$333,333",-,-,-,-,"$4,617,339 ",0.00
2004,Minnesota Vikings,Bryant McKinnie,LT,"$600,000",-,-,"$1,703,333","$100,000",-,-,-,"$2,403,333 ",0.00
2004,Minnesota Vikings,Kevin Williams,DT,"$305,000","$571,428",-,"$666,666",-,-,-,-,"$1,543,094 ",0.00
2004,Minnesota Vikings,Kenechi Udeze,DE,"$230,000","$411,000",-,-,-,-,-,-,"$1,100,000 ",0.00
2004,Minnesota Vikings,E.J. Henderson,LB,"$305,000","$437,500",-,-,-,-,-,-,"$742,500 ",0.00
2004,Minnesota Vikings,Nate Burleson,WR,"$305,000","$176,333",-,-,-,-,-,-,"$481,333 ",0.00
2004,Minnesota Vikings,Brian Williams,CB,"$380,000","$10,900",-,-,-,-,-,-,"$390,900 ",0.00
2004,Minnesota Vikings,Shaun Hill,QB,"$380,000","$5,000",-,-,-,-,-,-,"$385,000 ",0.00
2004,Minnesota Vikings,Darrion Scott,DT,"$230,000","$150,000",-,-,-,-,-,-,"$380,000 ",0.00
2004,Minnesota Vikings,Mewelde Moore,RB,"$230,000","$98,500",-,-,-,-,-,-,"$328,500 ",0.00
2004,Minnesota Vikings,Jeff Dugan,TE,"$230,000","$11,250",-,-,-,-,-,-,"$241,250 ",0.00
2004,Minnesota Vikings,Spencer Johnson,DT,"$230,000","$5,000",-,-,-,-,-,-,"$235,000 ",0.00
2004,Minnesota Vikings,Cullen Loeffler,LS,"$230,000","$5,000",-,-,-,-,-,-,"$235,000 ",0.00
2004,New England Patriots,Tom Brady,QB,"$535,000","$700,000",-,"$1,500,000",-,"$2,323,750",-,-,"$5,058,750 ",0.00
2004,New England Patriots,Willie McGinest,LB,"$1,845,000","$750,000",-,-,-,-,-,-,"$3,665,499 ",0.00
2004,New England Patriots,Rodney Harrison,S,"$1,450,000","$416,666","$250,000","$833,333",-,-,-,-,"$2,949,999 ",0.00
2004,New England Patriots,Richard Seymour,DT,"$960,000","$800,000",-,"$640,000",-,"$104,000",-,-,"$2,504,000 ",0.00
2004,New England Patriots,Corey Dillon,RB,"$1,750,000","$545,000",-,-,-,-,-,-,"$2,295,000 ",0.00
2004,New England Patriots,Adam Vinatieri,K,"$1,425,000","$600,000",-,-,-,"$66,176",-,-,"$2,091,176 ",0.00
2004,New England Patriots,Ty Warren,DT,"$305,000","$500,000",-,-,-,-,-,-,"$1,455,000 ",0.00
2004,New England Patriots,Benjamin Watson,TE,"$500,000","$800,000",-,-,-,-,-,-,"$1,300,000 ",0.00
2004,New England Patriots,Vince Wilfork,DT,"$325,000","$500,000","$325,000",-,-,-,-,-,"$1,150,000 ",0.00
2004,New England Patriots,Jabar Gaffney,WR,"$408,750","$304,428",-,-,-,-,-,-,"$773,178 ",0.00
2004,New England Patriots,Lonie Paxton,LS,"$535,000","$61,000",-,-,-,-,-,-,"$596,000 ",0.00
2004,New England Patriots,Deion Branch,WR,"$380,000","$205,000",-,-,-,-,-,-,"$585,000 ",0.00
2004,New England Patriots,Russ Hochstein,G,"$455,000",-,-,-,-,-,-,-,"$455,000 ",0.00
2004,New England Patriots,Asante Samuel,CB,"$305,000","$78,125",-,-,-,-,"$35,000",-,"$418,125 ",0.00
2004,New England Patriots,Dan Klecko,FB,"$305,000","$80,000",-,-,-,-,-,-,"$385,000 ",0.00
2004,New England Patriots,Dan Koppen,C,"$305,000","$29,000",-,-,"$30,000",-,-,-,"$364,000 ",0.00
2004,New Orleans Saints,Joe Horn,WR,"$700,000","$2,237,500",-,-,-,-,-,-,"$3,612,500 ",0.00
2004,New Orleans Saints,Deuce McAllister,RB,"$470,000","$500,000",-,-,-,-,-,-,"$1,180,000 ",0.00
2004,New Orleans Saints,Donte Stallworth,WR,"$435,000",-,-,-,-,-,-,-,"$1,164,750 ",0.00
2004,New Orleans Saints,Will Smith,OLB,"$230,000","$350,000",-,-,-,-,-,-,"$1,130,000 ",0.00
2004,New Orleans Saints,Jon Stinchcomb,T,"$305,000","$461,250",-,-,-,-,-,-,"$766,250 ",0.00
2004,New Orleans Saints,Aaron Stecker,RB,"$535,000","$162,500",-,-,"$25,000",-,-,-,"$722,500 ",0.00
2004,New Orleans Saints,Devery Henderson,WR,"$230,000","$258,750",-,-,-,-,-,"($535,000)","$578,750 ",0.00
2004,New Orleans Saints,Kevin Houser,LS,"$535,000","$25,000",-,-,-,-,-,-,"$560,000 ",0.00
2004,New Orleans Saints,Montrae Holland,G,"$305,000","$111,333",-,-,-,-,-,-,"$416,333 ",0.00
2004,New Orleans Saints,Colby Bockwoldt,OLB,"$230,000","$8,616",-,-,-,-,-,-,"$238,616 ",0.00
2004,New Orleans Saints,Shaun Smith,DT,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,New York Giants,Michael Strahan,DE,"$4,250,000","$2,228,285","$100,000",-,-,-,-,-,"$6,578,285 ",0.00
2004,New York Giants,Luke Petitgout,RT,"$645,000","$1,625,000",-,"$165,000",-,-,-,-,"$2,435,000 ",0.00
2004,New York Giants,Eli Manning,QB,"$1,744,000","$500,000",-,-,-,-,-,-,"$2,244,000 ",0.00
2004,New York Giants,Kurt Warner,QB,"$1,000,000","$750,000",-,-,-,"$250,000",-,-,"$2,000,000 ",0.00
2004,New York Giants,Jeremy Shockey,TE,"$462,667","$550,000",-,"$503,333",-,-,-,-,"$1,516,000 ",0.00
2004,New York Giants,Will Allen,S,"$500,000","$560,000",-,"$287,500",-,-,-,-,"$1,347,500 ",0.00
2004,New York Giants,Chris Snee,G,"$320,000","$467,000",-,-,-,-,-,-,"$787,000 ",0.00
2004,New York Giants,Victor Hobson,LB,"$305,000","$304,000",-,-,-,-,-,-,"$609,000 ",0.00
2004,New York Giants,Jason Whittle,G,"$535,000",-,-,-,-,"$71,250",-,-,"$606,250 ",0.00
2004,New York Giants,Osi Umenyiora,OLB,"$305,000","$291,250",-,-,-,-,-,-,"$596,250 ",0.00
2004,New York Giants,Steve Christie,K,"$760,000",-,-,-,-,-,-,-,"$455,000 ",0.00
2004,New York Giants,Visanthe Shiancoe,TE,"$305,000","$142,667",-,-,-,-,-,-,"$447,667 ",0.00
2004,New York Giants,Reggie Torbor,LB,"$230,000","$116,666",-,-,-,-,-,-,"$346,666 ",0.00
2004,New York Giants,David Diehl,RT,"$305,000","$36,167",-,-,-,-,-,-,"$341,167 ",0.00
2004,New York Giants,David Tyree,WR,"$305,000",-,-,-,-,-,-,-,"$305,000 ",0.00
2004,New York Giants,Raheem Orr,DE,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,New York Giants,Derrick Ward,RB,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,New York Jets,Curtis Martin,RB,"$1,450,000","$1,428,571",-,-,-,-,-,-,"$4,707,021 ",0.00
2004,New York Jets,Dewayne Robertson,DT,"$516,250","$428,571",-,-,-,-,-,-,"$2,611,487 ",0.00
2004,New York Jets,John Abraham,OLB,"$1,455,000","$400,000",-,-,"$25,000","$150,500",-,-,"$2,030,500 ",0.00
2004,New York Jets,Santana Moss,WR,"$455,000","$686,666",-,-,-,-,-,-,"$1,530,332 ",0.00
2004,New York Jets,Jonathan Vilma,ILB,"$230,000",-,"$1,220,000",-,-,-,-,-,"$1,450,000 ",0.00
2004,New York Jets,Jerricho Cotchery,WR,"$230,000","$1,025,000",-,-,-,-,-,-,"$1,255,000 ",0.00
2004,New York Jets,Brandon Moore,G,"$705,000","$66,667",-,-,-,-,-,-,"$796,667 ",0.00
2004,New York Jets,Bryan Thomas,LB,"$450,000","$220,000",-,-,-,-,-,-,"$670,000 ",0.00
2004,New York Jets,Chris Baker,TE,"$380,000","$145,000",-,-,-,-,-,-,"$525,000 ",0.00
2004,New York Jets,B.J. Askew,FB,"$305,000","$150,000",-,-,-,-,-,-,"$455,000 ",0.00
2004,New York Jets,Jonathan Goodwin,C,"$380,000","$37,250",-,-,-,-,-,-,"$417,250 ",0.00
2004,New York Jets,Brandon Moore,G,"$380,000","$1,000",-,-,-,-,-,-,"$381,000 ",0.00
2004,New York Jets,Erik Coleman,S,"$230,000","$41,250",-,-,-,-,-,-,"$271,250 ",0.00
2004,New York Jets,Darrell McClover,LB,"$230,000","$13,042",-,-,-,-,-,-,"$243,042 ",0.00
2004,New York Jets,Trevor  Johnson,DE,"$230,000","$9,550",-,-,-,-,-,-,"$239,550 ",0.00
2004,New York Jets,Rashad Washington,ILB,"$230,000","$9,550",-,-,-,-,-,-,"$239,550 ",0.00
2004,Oakland Raiders,Charles Woodson,S,"$8,781,000",-,-,-,-,-,-,-,"$8,781,000 ",0.00
2004,Oakland Raiders,Rich Gannon,QB,"$4,500,000","$1,214,285",-,-,-,-,-,-,"$6,547,618 ",0.00
2004,Oakland Raiders,Sebastian Janikowski,K,"$3,000,000","$650,000","$260,000","$92,833",-,-,"$710,000",-,"$4,712,833 ",0.00
2004,Oakland Raiders,Robert Gallery,T,"$1,300,000","$1,333,336",-,-,-,-,-,-,"$2,633,336 ",0.00
2004,Oakland Raiders,Warren Sapp,DT,"$660,000","$750,000",-,-,-,-,-,-,"$1,450,000 ",0.00
2004,Oakland Raiders,Tyler Brayton,DT,"$450,000","$630,000",-,-,-,-,-,-,"$1,090,000 ",0.00
2004,Oakland Raiders,Nnamdi Asomugha,CB,"$460,000","$533,333","$5,000",-,-,-,-,-,"$998,333 ",0.00
2004,Oakland Raiders,Jerry Porter,WR,"$557,000","$291,666",-,-,-,-,-,-,"$848,666 ",0.00
2004,Oakland Raiders,Shane Lechler,P,"$550,000","$142,857",-,-,-,-,-,-,"$692,857 ",0.00
2004,Oakland Raiders,Chad Slaughter,T,"$540,000","$100,000",-,-,"$10,000",-,-,"($100,000)","$650,000 ",0.00
2004,Oakland Raiders,Justin Fargas,RB,"$305,000","$140,000",-,-,-,-,-,-,"$445,000 ",0.00
2004,Oakland Raiders,Courtney Anderson,TE,"$230,000","$9,000",-,-,-,-,-,-,"$239,000 ",0.00
2004,Oakland Raiders,Tommy Kelly,DT,"$230,000","$5,000",-,-,-,-,-,-,"$235,000 ",0.00
2004,Philadelphia Eagles,Donovan McNabb,QB,"$4,000,000","$3,542,856",-,-,-,-,-,-,"$7,811,056 ",0.00
2004,Philadelphia Eagles,Terrell Owens,WR,"$660,000","$383,333",-,-,-,-,-,-,"$7,243,333 ",0.00
2004,Philadelphia Eagles,Sheldon Brown,CB,"$380,000","$1,500,000",-,-,-,-,-,-,"$1,880,000 ",0.00
2004,Philadelphia Eagles,Hollis Thomas,DT,"$700,000","$383,333",-,-,-,-,"$180,000",-,"$1,263,333 ",0.00
2004,Philadelphia Eagles,Shawn Andrews,G,"$230,000","$166,666",-,-,-,-,-,-,"$1,221,666 ",0.00
2004,Philadelphia Eagles,David Akers,K,"$925,000","$125,000","$25,000",-,-,-,-,-,"$1,075,000 ",0.00
2004,Philadelphia Eagles,Michael Lewis,S,"$380,000","$250,000",-,-,-,-,-,-,"$630,000 ",0.00
2004,Philadelphia Eagles,Correll Buckhalter,RB,"$628,000",-,-,-,-,-,-,-,"$628,000 ",0.00
2004,Philadelphia Eagles,L.J. Smith,TE,"$305,000","$254,000",-,-,-,-,-,-,"$559,000 ",0.00
2004,Philadelphia Eagles,Scott Peters,C,"$380,000",-,-,-,-,-,-,-,"$380,000 ",0.00
2004,Philadelphia Eagles,Matt Ware,CB,"$230,000","$145,000",-,-,-,-,-,-,"$375,000 ",0.00
2004,Philadelphia Eagles,Quintin Mikell,S,"$305,000","$3,667",-,-,-,-,-,-,"$308,667 ",0.00
2004,Philadelphia Eagles,Dexter Wynn,CB,"$230,000","$20,750",-,-,-,-,-,-,"$250,750 ",0.00
2004,Philadelphia Eagles,Adrien Clarke,G,"$230,000","$10,625",-,-,-,-,-,-,"$240,625 ",0.00
2004,Philadelphia Eagles,Bruce Perry,RB,"$230,000","$8,375",-,-,-,-,-,-,"$238,375 ",0.00
2004,Philadelphia Eagles,Dominic Furio,C,"$230,000","$8,333",-,-,-,-,-,-,"$238,333 ",0.00
2004,Pittsburgh Steelers,Aaron Smith,DE,"$3,150,000","$916,667",-,-,-,-,-,-,"$4,566,667 ",0.00
2004,Pittsburgh Steelers,Alan Faneca,G,"$2,525,000","$1,000,000","$250,000",-,-,"$597,750",-,-,"$4,372,750 ",0.00
2004,Pittsburgh Steelers,Jerome Bettis,RB,"$900,000","$1,000,000",-,-,-,-,-,-,"$3,390,000 ",0.00
2004,Pittsburgh Steelers,Plaxico Burress,WR,"$535,000","$1,100,000","$580,400","$225,000",-,-,-,-,"$2,440,400 ",0.00
2004,Pittsburgh Steelers,Hines Ward,WR,"$1,668,750","$625,000",-,-,-,-,-,-,"$2,293,750 ",0.00
2004,Pittsburgh Steelers,Oliver Ross,T,"$1,750,000","$200,000","$100,000",-,-,"$66,668",-,-,"$2,116,668 ",0.00
2004,Pittsburgh Steelers,Joey Porter,LB,"$535,000","$833,333",-,-,-,"$553,750",-,-,"$1,922,083 ",0.00
2004,Pittsburgh Steelers,Ben Roethlisberger,QB,"$230,000","$100,000","$1,172,000",-,-,-,"$283,500",-,"$1,785,500 ",0.00
2004,Pittsburgh Steelers,James Farrior,LB,"$660,000","$1,125,000",-,-,-,-,-,-,"$1,785,000 ",0.00
2004,Pittsburgh Steelers,Casey Hampton,DT,"$865,432","$618,150",-,-,-,-,-,-,"$1,483,582 ",0.00
2004,Pittsburgh Steelers,Troy Polamalu,S,"$305,000","$89,000",-,-,-,"$1,000,000",-,-,"$1,394,000 ",0.00
2004,Pittsburgh Steelers,Clark Haggans,LB,"$535,000","$750,000",-,-,-,-,-,-,"$1,285,000 ",0.00
2004,Pittsburgh Steelers,Charlie Batch,QB,"$800,000","$235,000",-,-,-,-,-,-,"$1,235,000 ",0.00
2004,Pittsburgh Steelers,Kendall Simmons,G,"$600,000","$535,664",-,-,-,-,-,-,"$1,135,664 ",0.00
2004,Pittsburgh Steelers,Jerame Tuman,TE,"$535,000","$200,000",-,-,-,"$192,500",-,-,"$927,500 ",0.00
2004,Pittsburgh Steelers,Dan Kreider,RB,"$535,000","$210,000",-,-,-,-,-,-,"$745,000 ",0.00
2004,Pittsburgh Steelers,Verron Haynes,RB,"$380,000","$333,333",-,-,-,-,-,-,"$713,333 ",0.00
2004,Pittsburgh Steelers,Antwaan Randle El,WR,"$380,000","$233,750",-,-,-,-,-,-,"$613,750 ",0.00
2004,Pittsburgh Steelers,Mike Schneck,LS,"$535,000","$42,500",-,-,-,-,-,-,"$577,500 ",0.00
2004,Pittsburgh Steelers,Chris Hope,S,"$380,000","$133,333",-,-,-,-,-,-,"$513,333 ",0.00
2004,Pittsburgh Steelers,Larry Foote,ILB,"$380,000","$89,667",-,-,-,-,-,-,"$469,667 ",0.00
2004,Pittsburgh Steelers,Max Starks,LT,"$230,000","$176,667",-,-,-,-,-,-,"$406,667 ",0.00
2004,Pittsburgh Steelers,Ike Taylor,CB,"$305,000","$91,833",-,-,-,-,-,-,"$396,833 ",0.00
2004,Pittsburgh Steelers,Brett Keisel,DE,"$380,000","$9,250",-,-,-,-,-,-,"$389,250 ",0.00
2004,Pittsburgh Steelers,Matt Kranchick,TE,"$230,000","$20,000",-,-,-,-,-,-,"$250,000 ",0.00
2004,Pittsburgh Steelers,Willie Parker,RB,"$230,000","$2,000",-,-,-,-,-,-,"$232,000 ",0.00
2004,Pittsburgh Steelers,James Harrison,OLB,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Pittsburgh Steelers,Eric Taylor,DT,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,Pittsburgh Steelers,Brian St. Pierre,QB,"$179,411",-,-,-,-,-,-,-,"$179,411 ",0.00
2004,San Diego Chargers,LaDainian Tomlinson,RB,"$455,000","$3,100,000",-,-,-,-,-,-,"$6,700,000 ",0.00
2004,San Diego Chargers,Quentin Jammer,S,"$600,000","$1,000,000",-,"$900,000",-,-,"$750,000",-,"$3,250,000 ",0.00
2004,San Diego Chargers,Philip Rivers,QB,"$230,000","$1,275,000","$1,075,000",-,-,-,-,-,"$2,580,000 ",0.00
2004,San Diego Chargers,Drew Brees,QB,"$1,560,000","$307,500",-,-,-,-,-,-,"$1,867,500 ",0.00
2004,San Diego Chargers,Igor Olshansky,DE,"$230,000","$450,000",-,-,-,-,-,-,"$765,000 ",0.00
2004,San Diego Chargers,Drayton Florence,CB,"$342,000","$340,000",-,-,-,-,-,-,"$682,000 ",0.00
2004,San Diego Chargers,Justin Peelle,TE,"$380,000","$109,166",-,-,-,-,-,-,"$489,166 ",0.00
2004,San Diego Chargers,Nate Kaeding,K,"$230,000","$187,667",-,-,-,-,-,-,"$417,667 ",0.00
2004,San Diego Chargers,Nick Hardwick,C,"$230,000","$186,667",-,-,-,-,-,-,"$416,667 ",0.00
2004,San Diego Chargers,Clinton Hart,S,"$380,000",-,-,-,-,-,-,-,"$380,000 ",0.00
2004,San Diego Chargers,Shaun Phillips,DE,"$230,000","$116,000",-,-,-,-,-,-,"$346,000 ",0.00
2004,San Diego Chargers,Mike Scifres,P,"$305,000","$38,600",-,-,-,-,-,-,"$343,600 ",0.00
2004,San Diego Chargers,Kassim Osgood,WR,"$305,000","$6,000",-,-,-,-,-,-,"$311,000 ",0.00
2004,San Diego Chargers,Antonio Gates,TE,"$305,000","$3,500",-,-,-,-,-,-,"$308,500 ",0.00
2004,San Diego Chargers,Jacques Cesaire,DE,"$305,000","$1,250",-,-,-,-,-,-,"$306,250 ",0.00
2004,San Diego Chargers,Michael Turner,RB,"$230,000","$38,333",-,-,-,-,-,-,"$268,333 ",0.00
2004,San Diego Chargers,Shane Olivea,G,"$230,000","$14,166",-,-,-,-,-,-,"$244,166 ",0.00
2004,San Diego Chargers,Carlos Joseph,T,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
2004,San Diego Chargers,Malcom Floyd,WR,"$54,117",-,-,-,-,-,-,-,"$54,117 ",0.00
2004,San Francisco 49Ers,Julian Peterson,LB,"$6,074,000",-,-,-,-,-,-,-,"$6,074,000 ",0.00
2004,San Francisco 49Ers,Andre Carter,DE,"$455,000","$1,421,250",-,"$3,200,000",-,"$887,916",-,-,"$5,964,166 ",0.00
2004,San Francisco 49Ers,Jeremy Newberry,C,"$535,000","$833,333",-,-,-,"$785,250",-,-,"$2,153,583 ",0.00
2004,San Francisco 49Ers,Brian Jennings,LS,"$535,000","$183,333",-,-,-,-,-,-,"$718,333 ",0.00
2004,San Francisco 49Ers,Anthony Adams,DT,"$305,000","$229,000",-,-,-,-,-,-,"$534,000 ",0.00
2004,San Francisco 49Ers,Shawntae Spencer,CB,"$230,000","$228,800",-,-,-,-,-,-,"$458,800 ",0.00
2004,San Francisco 49Ers,Kyle Kosier,G,"$380,000","$8,000",-,-,-,-,-,-,"$388,000 ",0.00
2004,San Francisco 49Ers,Brandon Lloyd,WR,"$305,000","$75,667",-,-,-,-,-,-,"$380,667 ",0.00
2004,San Francisco 49Ers,Arnaz Battle,WR,"$305,000","$19,166",-,-,-,-,-,-,"$324,166 ",0.00
2004,San Francisco 49Ers,Andy Lee,P,"$230,000","$20,500",-,-,-,-,-,-,"$250,500 ",0.00
2004,San Francisco 49Ers,Keith Lewis,S,"$230,000","$18,000",-,-,-,-,-,-,"$248,000 ",0.00
2004,San Francisco 49Ers,Isaac Sopoaga,DT,"$135,000","$109,500",-,-,-,-,-,-,"$244,500 ",0.00
2004,San Francisco 49Ers,Cody Pickett,QB,"$230,000","$12,500",-,-,-,-,-,-,"$242,500 ",0.00
2004,San Francisco 49Ers,Mike Adams,S,"$147,385",$833,-,-,-,-,-,-,"$148,218 ",0.00
2004,Seattle Seahawks,Walter Jones,T,"$7,084,800",-,-,-,-,-,-,-,"$7,084,800 ",0.00
2004,Seattle Seahawks,Matt Hasselbeck,QB,"$5,500,000","$400,000",-,-,-,-,-,-,"$5,900,000 ",0.00
2004,Seattle Seahawks,Shaun Alexander,RB,"$3,250,000","$775,000",-,-,-,-,-,-,"$3,837,500 ",0.00
2004,Seattle Seahawks,Chike Okeafor,G,"$1,300,000","$1,000,000",-,-,-,-,"$150,000",-,"$2,450,000 ",0.00
2004,Seattle Seahawks,Jerry Rice,WR,"$1,350,000","$612,500",-,-,-,-,-,-,"$2,362,500 ",0.00
2004,Seattle Seahawks,Ryan Sims,DT,"$535,000","$428,571",-,-,-,-,-,-,"$2,209,404 ",0.00
2004,Seattle Seahawks,Marcus Trufant,CB,"$360,000","$583,333",-,-,-,-,-,-,"$1,937,777 ",0.00
2004,Seattle Seahawks,Steve Hutchinson,G,"$455,000","$660,000",-,-,-,-,-,-,"$1,465,000 ",0.00
2004,Seattle Seahawks,Floyd Womack,G,"$1,368,000",-,-,-,-,-,-,-,"$1,368,000 ",0.00
2004,Seattle Seahawks,Maurice Morris,RB,"$380,000","$297,500",-,-,-,-,-,-,"$677,500 ",0.00
2004,Seattle Seahawks,Wayne Hunter,T,"$305,000","$173,333",-,-,-,-,-,-,"$478,333 ",0.00
2004,Seattle Seahawks,Rocky Bernard,DT,"$380,000","$39,333",-,-,-,-,-,-,"$419,333 ",0.00
2004,Seattle Seahawks,Seneca Wallace,QB,"$305,000","$103,333",-,-,-,-,-,-,"$408,333 ",0.00
2004,Seattle Seahawks,Sean Locklear,T,"$230,000","$156,667",-,-,-,-,-,-,"$386,667 ",0.00
2004,Seattle Seahawks,Josh Brown,K,"$305,000","$12,833",-,-,-,-,-,-,"$317,833 ",0.00
2004,Seattle Seahawks,Jordan Babineaux,S,"$230,000","$2,500",-,-,-,-,-,-,"$232,500 ",0.00
2004,St. Louis Rams,Issac Bruce,WR,"$4,700,000","$1,642,857",-,-,-,-,-,-,"$7,762,857 ",0.00
2004,St. Louis Rams,Marshall Faulk,RB,"$4,000,000","$1,527,857",-,-,-,-,-,-,"$7,527,857 ",0.00
2004,St. Louis Rams,Aeneas Williams,CB,"$2,000,000","$500,000",-,-,-,-,"$1,000,000",-,"$3,500,000 ",0.00
2004,St. Louis Rams,Marc Bulger,QB,"$455,000","$2,250,000",-,-,-,-,-,-,"$2,705,000 ",0.00
2004,St. Louis Rams,Torry Holt,WR,"$535,000","$1,785,714",-,-,-,-,-,-,"$2,320,714 ",0.00
2004,St. Louis Rams,Ryan Pickett,DT,"$782,000","$443,000","$25,000",-,"$75,000",-,-,-,"$1,325,000 ",0.00
2004,St. Louis Rams,Brandon Manumaleuna,TE,"$775,000","$400,000",-,-,-,-,-,-,"$1,200,000 ",0.00
2004,St. Louis Rams,Steven Jackson,RB,"$660,000","$410,000",-,-,-,-,-,-,"$1,070,000 ",0.00
2004,St. Louis Rams,Matt Lehr,C,"$628,000",-,-,-,-,-,-,-,"$628,000 ",0.00
2004,St. Louis Rams,Travis Fisher,CB,"$380,000","$230,000",-,-,-,-,-,-,"$610,000 ",0.00
2004,St. Louis Rams,A.J. Feeley,QB,"$455,000",-,-,-,-,-,-,-,"$455,000 ",0.00
2004,St. Louis Rams,Anthony Hargrove,DE,"$230,000","$147,333",-,-,-,-,-,-,"$377,333 ",0.00
2004,St. Louis Rams,Brandon Chillar,LB,"$230,000","$89,666",-,-,-,-,-,-,"$319,666 ",0.00
2004,St. Louis Rams,Jeff Smoker,QB,"$230,000","$16,333",-,-,-,-,-,-,"$246,333 ",0.00
2004,St. Louis Rams,Larry Turner,G,"$230,000","$8,916",-,-,-,-,-,-,"$238,916 ",0.00
2004,Tampa Bay Buccaneers,Brad Johnson,QB,"$3,250,000","$1,500,000",-,-,-,-,-,-,"$5,500,000 ",0.00
2004,Tampa Bay Buccaneers,Derrick Brooks,LB,"$1,000,000","$2,083,333",-,"$800,000",-,"$1,023,750",-,-,"$4,907,083 ",0.00
2004,Tampa Bay Buccaneers,Ronde Barber,S,"$3,250,000","$1,364,000",-,-,-,-,-,-,"$4,614,000 ",0.00
2004,Tampa Bay Buccaneers,Brian Kelly,CB,"$2,800,000","$383,333",-,-,-,-,-,-,"$3,636,333 ",0.00
2004,Tampa Bay Buccaneers,Josh Bidwell,P,"$535,000","$41,667",-,-,-,-,-,-,"$576,667 ",0.00
2004,Tampa Bay Buccaneers,Tim Brown,WR,"$760,000",-,-,-,-,-,-,-,"$455,000 ",0.00
2004,Tampa Bay Buccaneers,Corey Ivy,CB,"$455,000",-,-,-,-,-,-,-,"$455,000 ",0.00
2004,Tampa Bay Buccaneers,Will Allen,S,"$230,000","$100,000",-,-,-,-,-,-,"$330,000 ",0.00
2004,Tennessee Titans,Samari Rolle,C,"$4,500,000","$833,333","$550,000","$1,300,000","$625,000","$992,500",-,-,"$8,800,833 ",0.00
2004,Tennessee Titans,Steve McNair,QB,"$660,000","$3,830,418",-,-,-,-,-,-,"$5,690,418 ",0.00
2004,Tennessee Titans,Derrick Mason,WR,"$3,350,000","$600,000",-,-,-,-,-,-,"$5,439,999 ",0.00
2004,Tennessee Titans,Albert Haynesworth,DT,"$500,000","$616,668",-,"$360,000",-,-,-,-,"$1,476,668 ",0.00
2004,Tennessee Titans,Billy Volek,QB,"$535,000","$555,000",-,-,-,-,-,-,"$1,090,000 ",0.00
2004,Tennessee Titans,Drew Bennett,C,"$455,000","$183,333",-,-,-,-,-,-,"$638,333 ",0.00
2004,Tennessee Titans,Travis LaBoy,DT,"$230,000","$210,002",-,-,-,-,-,-,"$630,002 ",0.00
2004,Tennessee Titans,Randy Starks,DT,"$230,000","$180,333",-,-,-,-,-,-,"$410,333 ",0.00
2004,Tennessee Titans,Jared Clauss,DT,"$230,000","$9,666",-,-,-,-,-,-,"$239,666 ",0.00
2004,Tennessee Titans,Eugene Amano,C,"$230,000","$8,833",-,-,-,-,-,-,"$238,833 ",0.00
2004,Tennessee Titans,Christian Morton,CB,"$230,000",-,-,-,-,-,-,-,"$230,000 ",0.00
