"","year","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HEP","AEP","HIP","AIP","HomeSecured","AwaySecured","League"
"150",2015,"SP2","23/11/14","Albacete","Osasuna",2,0,"H",1.3957400854428,1.30948904117963,3,0,0,0,"Segunda Division"
"151",2015,"SP2","23/11/14","Alcorcon","Lugo",1,0,"H",1.71798931804154,0.999065118075467,3,0,0,0,"Segunda Division"
"152",2015,"SP2","23/11/14","Betis","Alaves",1,2,"A",1.93231148402174,0.805619516601778,0,3,0,0,"Segunda Division"
"153",2015,"SP2","23/11/14","Girona","Recreativo",2,0,"H",1.73341372138405,0.985722796790662,3,0,0,0,"Segunda Division"
"154",2015,"SP2","23/11/14","Mirandes","Leganes",1,0,"H",1.37837396382049,1.32312466821838,3,0,0,0,"Segunda Division"
"155",2015,"SP2","23/11/14","Valladolid","Las Palmas",1,2,"A",1.56680528168785,1.1404762369601,0,3,0,0,"Segunda Division"
"156",2015,"SP2","29/11/14","Alaves","Numancia",0,2,"A",1.52670998134205,1.17721083484405,0,3,0,0,"Segunda Division"
"157",2015,"SP2","29/11/14","Leganes","Valladolid",1,0,"H",1.35723657588503,1.34035143652438,3,0,0,0,"Segunda Division"
"158",2015,"SP2","29/11/14","Llagostera","Betis",0,2,"A",1.0548926616382,1.66032642970662,0,3,0,0,"Segunda Division"
"159",2015,"SP2","29/11/14","Osasuna","Girona",0,0,"D",1.52711392775832,1.1790198245217,1,1,0,0,"Segunda Division"
"160",2015,"SP2","30/11/14","Barcelona B","Albacete",1,2,"A",1.66028014007003,1.06703351675838,0,3,0,0,"Segunda Division"
"161",2015,"SP2","30/11/14","Lugo","Tenerife",1,0,"H",1.57305097548905,1.13349482951733,3,0,0,0,"Segunda Division"
"162",2015,"SP2","30/11/14","Mallorca","Sp Gijon",0,1,"A",1.41743258871508,1.29374885872542,0,3,0,0,"Segunda Division"
"163",2015,"SP2","30/11/14","Recreativo","Mirandes",0,1,"A",1.79504526912745,0.925057208237986,0,3,0,0,"Segunda Division"
"164",2015,"SP2","30/11/14","Santander","Alcorcon",0,1,"A",1.50757859281437,1.19320733532934,0,3,0,0,"Segunda Division"
"165",2015,"SP2","30/11/14","Zaragoza","Ponferradina",4,1,"H",1.47446696499079,1.22571729402474,3,0,0,0,"Segunda Division"
"166",2015,"SP2","06/12/14","Las Palmas","Leganes",1,0,"H",2.0175187864718,0.729733535271221,3,0,0,0,"Segunda Division"
"167",2015,"SP2","06/12/14","Mirandes","Osasuna",1,0,"H",1.44787770369166,1.25028459912181,3,0,0,0,"Segunda Division"
"168",2015,"SP2","06/12/14","Numancia","Llagostera",3,2,"H",1.90569807230452,0.825657265520393,3,0,0,0,"Segunda Division"
"169",2015,"SP2","06/12/14","Ponferradina","Alaves",2,1,"H",1.69171562666354,1.02603060182947,3,0,0,0,"Segunda Division"
"170",2015,"SP2","07/12/14","Alcorcon","Sabadell",3,2,"H",1.77878532313328,0.94159862671517,3,0,0,0,"Segunda Division"
"171",2015,"SP2","07/12/14","Girona","Barcelona B",0,1,"A",1.82549609582172,0.907909177313232,0,3,0,0,"Segunda Division"
"172",2015,"SP2","07/12/14","Sp Gijon","Lugo",2,1,"H",1.88504438880036,0.843273389483269,3,0,0,0,"Segunda Division"
"173",2015,"SP2","07/12/14","Tenerife","Santander",1,0,"H",1.7590225948267,0.954196912381147,3,0,0,0,"Segunda Division"
"174",2015,"SP2","07/12/14","Valladolid","Recreativo",1,0,"H",1.90296880565875,0.829612742354079,3,0,0,0,"Segunda Division"
"175",2015,"SP2","08/12/14","Albacete","Zaragoza",2,2,"D",1.44000322509121,1.26433653826772,1,1,0,0,"Segunda Division"
"176",2015,"SP2","08/12/14","Betis","Mallorca",1,0,"H",1.86417230394334,0.867852927364801,3,0,0,0,"Segunda Division"
