SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards,Offensive ,Switch in EPA
2014,30,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,48,OPP,0,,0,,0,BAL,-5.49
2014,7,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,37,OPP,0,,0,,0,STL,-4.54
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,41,OPP,0,,0,,0,TB,-2.05
2014,21,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,1,1,,0,1,0,1,0,0,,20,OWN,1,CAR,0,ILLEGAL BLOCK ABOVE THE WAIST,10,NO,-1.78
2014,8,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,42,OWN,0,,0,,0,JAC,-4.23
2014,2,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,46,OWN,0,,0,,0,TB,-2.99
2014,0,UNDER CENTER,PASS,0,1,1,0,"PASS RULING,",0,1,1,,0,1,0,0,0,0,,2,OPP,0,,0,,0,ATL,-10.95
2014,33,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,43,OPP,0,,0,,0,PHI,-4.12
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,45,OWN,0,,0,,0,TB,-1.3
2014,5,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,40,OWN,0,,0,,0,CIN,-3.93
2014,-4,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,44,OWN,0,,0,,0,NYJ,-2.35
2014,1,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,50,OPP,0,,0,,0,SF,-3.04
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,44,OWN,0,,0,,0,HOU,-1.96
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,49,OPP,0,,0,,0,NO,-0.71
2014,23,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,48,OWN,0,,0,,0,DET,-2.82
2014,7,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,1,0,0,,47,OPP,1,SF,0,LOW BLOCK,15,ARI,-1.54
2014,-7,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,26,OWN,0,,0,,0,JAC,-1.38
2014,2,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,35,OWN,0,,0,,0,ARI,-3.32
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,41,OPP,0,,0,,0,GB,-2.71
2014,67,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,16,OPP,0,,0,,0,TEN,-7.65
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,46,OWN,0,,0,,0,NE,-2.25
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,40,OWN,0,,0,,0,OAK,-2.74
2014,43,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,40,OPP,0,,0,,0,OAK,-6.29
2014,9,SHOTGUN,PASS,0,1,0,0,INTENDED FOR,0,0,0,,0,1,0,0,0,0,,38,OPP,0,,0,,0,MIN,-2.66
2014,21,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,39,OWN,0,,0,,0,CHI,-2.44
2014,5,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,41,OWN,0,,0,,0,BAL,-3.01
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,1,0,,0,1,0,0,0,0,,45,OWN,0,,0,,0,CHI,-0.21
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,34,OWN,0,,0,,0,NYG,-3.14
2014,48,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,1,0,0,,35,OPP,1,BUF,0,UNNECESSARY ROUGHNESS,15,DEN,-2.22
2014,1,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,39,OWN,0,,0,,0,WAS,-3.66
2014,26,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,36,OPP,0,,0,,0,CIN,-4.55
2014,0,UNDER CENTER,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,20,OWN,0,,0,,0,HOU,-1.59
2014,2,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,1,0,,0,1,1,0,0,0,,10,OPP,0,,0,,0,HOU,-9.79
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,48,OWN,0,,0,,0,CHI,-2.97
2014,1,NO HUDDLE,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,40,OWN,0,,0,,0,DEN,-2.68
2014,10,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,45,OPP,0,,0,,0,TEN,-2.54
2014,3,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,49,OPP,0,,0,,0,CAR,-0.24
2014,40,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,24,OPP,0,,0,,0,CHI,-6.75
2014,17,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,1,0,0,,43,OPP,1,JAC,0,TRIPPING,10,JAC,-4.73
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,1,0,,0,1,0,0,0,0,,29,OWN,0,,0,,0,CIN,0.21
2014,26,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,29,OPP,0,,0,,0,KC,-4.27
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,35,OWN,0,,0,,0,SD,-1.49
2014,27,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,49,OPP,0,,0,,0,TB,-3.42
2014,11,UNDER CENTER,PASS,0,1,0,0,INTENDED FOR,0,0,0,,0,1,0,0,0,0,,38,OWN,0,,0,,0,PHI,-3.42
2014,23,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,44,OPP,0,,0,,0,CAR,-4.05
2014,35,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,7,OPP,0,,0,,0,WAS,-3.65
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,38,OPP,0,,0,,0,CLE,-2.31
2014,17,SHOTGUN,PASS,0,1,1,0,DEEP RIGHT,0,1,1,,0,1,0,1,0,0,,24,OWN,1,WAS,0,DISQUALIFICATION,0,PHI,-1.76
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,49,OPP,0,,0,,0,BUF,-3.48
2014,21,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,37,OPP,0,,0,,0,CAR,-4.95
2014,8,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,41,OWN,0,,0,,0,PHI,-3.74
2014,25,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,41,OPP,0,,0,,0,MIA,-5.92
2014,44,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,15,OPP,0,,0,,0,ARI,-5.43
2014,1,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,40,OPP,0,,0,,0,BAL,-3.42
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,31,OWN,0,,0,,0,SD,-1.06
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,48,OWN,0,,0,,0,CIN,-2.33
2014,3,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,35,OPP,0,,0,,0,IND,-3.63
2014,-8,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,26,OWN,0,,0,,0,STL,-1.9
2014,1,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,40,OWN,0,,0,,0,BUF,-2.42
2014,24,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,34,OPP,0,,0,,0,CAR,-4.75
2014,3,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,1,,0,1,1,0,0,0,,47,OWN,0,,0,,0,SF,-3.17
2014,24,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,1,,0,1,0,1,0,0,,46,OWN,0,SF,0,OFFENSIVE PASS INTERFERENCE,0,SF,-3.07
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,38,OWN,0,,0,,0,MIN,-2.18
2014,2,UNDER CENTER,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,1,0,0,,34,OPP,0,CHI,0,HORSE COLLAR TACKLE,0,CHI,-4.39
2014,65,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,31,OPP,0,,0,,0,OAK,-7.03
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,48,OWN,0,,0,,0,HOU,-1.88
2014,33,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,1,0,,0,1,1,0,0,0,,20,OWN,0,,0,,0,CLE,-1.19
2014,8,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,49,OWN,0,,0,,0,TEN,-1.93
2014,15,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,44,OWN,0,,0,,0,IND,-3.16
2014,52,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,24,OPP,0,,0,,0,DEN,-5.44
2014,9,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,1,0,0,,42,OPP,1,DET,0,LOW BLOCK,15,DET,-2.55
2014,53,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,1,0,0,,33,OPP,0,ARI,0,OFFENSIVE HOLDING,0,ARI,-5.79
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,1,0,0,,37,OWN,1,GB,0,UNNECESSARY ROUGHNESS,15,BUF,-1.06
2014,0,SHOTGUN,PASS,0,1,1,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,36,OWN,0,,0,,0,DAL,-1.82
2014,0,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,44,OPP,0,,0,,0,CAR,-2.45
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,33,OWN,0,,0,,0,CLE,-0.39
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,45,OWN,0,,0,,0,CLE,-1.57
2014,-2,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,1,,0,1,0,0,0,0,,34,OWN,0,,0,,0,SEA,-1.42
2014,21,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,38,OPP,0,,0,,0,DET,-4.36
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,40,OWN,0,,0,,0,SD,-2.49
2014,11,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,1,0,0,0,,8,OPP,0,,0,,0,TB,-9.87
2014,14,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,44,OPP,0,,0,,0,CLE,-4.46
2014,25,UNDER CENTER,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,40,OPP,0,,0,,0,TEN,-4.7
2014,28,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,34,OPP,0,,0,,0,GB,-4.19
2014,5,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,48,OWN,0,,0,,0,BUF,-3.05
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,42,OPP,0,,0,,0,DAL,-1.64
2014,7,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,27,OWN,0,,0,,0,SF,-1.77
2014,2,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,1,0,0,,28,OWN,1,NE,0,ILLEGAL BLOCK ABOVE THE WAIST,10,DET,-1.88
2014,28,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,30,OPP,0,,0,,0,MIA,-4.15
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,28,OWN,0,,0,,0,PHI,-1.61
2014,12,NO HUDDLE SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,36,OPP,0,,0,,0,SD,-3.71
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,28,OWN,0,,0,,0,CLE,-1.83
2014,8,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,34,OPP,0,,0,,0,STL,-3.9
2014,51,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,1,0,0,,47,OWN,1,SF,0,ILLEGAL BLOCK ABOVE THE WAIST,10,NYG,-1.74
2014,0,SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,36,OPP,0,,0,,0,CAR,-3.65
2014,12,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,49,OPP,0,,0,,0,KC,-2.9
2014,0,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,25,OWN,0,,0,,0,STL,-0.92
2014,0,UNDER CENTER,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,46,OPP,0,,0,,0,MIN,-3.63
2014,60,UNDER CENTER,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,1,0,0,,37,OWN,1,BUF,0,OFFENSIVE HOLDING,10,DEN,-2.69
2014,0,NO HUDDLE SHOTGUN,PASS,0,1,1,0,"PASS RULING,",0,1,0,,0,1,0,0,0,0,,48,OPP,0,,0,,0,PHI,-2.96
2014,34,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,29,OPP,0,,0,,0,JAC,-3.9
2014,30,SHOTGUN,PASS,0,1,0,0,SHORT LEFT,0,0,0,,0,1,0,0,0,0,,34,OPP,0,,0,,0,CIN,-4.83
2014,10,UNDER CENTER,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,34,OWN,0,,0,,0,STL,-2.05
2014,10,SHOTGUN,PASS,0,1,0,0,DEEP RIGHT,0,0,0,,0,1,0,0,0,0,,44,OWN,0,,0,,0,STL,-2.59
2014,24,NO HUDDLE SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,49,OPP,0,,0,,0,SD,-4.34
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,49,OWN,0,,0,,0,TB,0.59
2014,2,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,48,OWN,0,,0,,0,MIN,-3.9
2014,30,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,47,OPP,0,,0,,0,WAS,-4.52
2014,70,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,1,0,0,,19,OPP,1,DET,0,FACE MASK (15 YARDS),15,MIA,-6.43
2014,0,SHOTGUN,PASS,0,1,0,0,DEEP LEFT,0,0,0,,0,1,0,0,0,0,,44,OWN,0,,0,,0,DET,-0.79
2014,6,SHOTGUN,PASS,0,1,0,0,SHORT RIGHT,0,0,0,,0,1,0,0,0,0,,42,OPP,0,,0,,0,WAS,-3.67
2014,18,SHOTGUN,PASS,0,1,0,0,DEEP MIDDLE,0,0,0,,0,1,0,0,0,0,,42,OPP,0,,0,,0,SEA,-2.9
2014,15,SHOTGUN,PASS,0,1,0,0,SHORT MIDDLE,0,0,0,,0,1,0,0,0,0,,43,OPP,0,,0,,0,ARI,-3.73
